Postcode,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice,,,,,,,,
4230,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4270,<20,<20,300,<20,98,<20,38,27,<20,113,273,224,215,40,109,<20,46,<20,533,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4271,<20,<20,374,<20,80,<20,37,54,<20,93,201,162,164,<20,117,<20,33,<20,607,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4272,<20,<20,718,<20,118,<20,38,126,<20,136,322,287,270,52,138,<20,50,<20,"1,012",<20,<20,<20,<20,<20,<20,<20,22,,,,,,,,
4275,<20,<20,269,<20,96,<20,37,39,<20,92,262,214,184,20,99,<20,37,<20,486,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4280,<20,<20,"1,055",21,433,<20,155,72,<20,435,"1,397","1,165",973,152,404,60,237,<20,"2,056",<20,<20,<20,<20,<20,<20,89,76,,,,,,,,
4285,<20,28,"2,061",22,648,26,274,182,<20,899,"1,744","1,494","1,336",208,706,107,363,<20,"3,904",<20,<20,<20,<20,<20,<20,165,89,,,,,,,,
4287,<20,<20,78,<20,29,<20,<20,33,<20,52,53,45,49,<20,29,<20,<20,<20,174,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4300,29,67,"2,352",90,"1,117",60,474,109,<20,"1,635","5,167","4,485","3,639",489,"1,503",316,931,<20,"6,065",<20,<20,<20,20,40,<20,393,413,,,,,,,,
4301,<20,41,"1,233",76,675,28,297,36,<20,"1,006","3,481","3,005","2,442",283,"1,041",266,795,<20,"3,757",<20,<20,<20,<20,20,<20,256,231,,,,,,,,
4303,<20,<20,499,<20,203,<20,107,<20,<20,363,516,479,510,58,272,41,185,<20,"1,288",<20,<20,<20,<20,<20,<20,70,35,,,,,,,,
4304,<20,30,"1,881",40,625,25,278,86,<20,"1,291","1,731","1,533","1,519",199,783,127,430,<20,"4,205",<20,<20,<20,<20,<20,<20,209,151,,,,,,,,
4305,47,131,"6,288",144,"2,067",94,818,343,<20,"3,730","6,095","5,417","4,918",694,"2,421",391,"1,445",<20,"13,382",27,<20,<20,36,45,<20,665,485,,,,,,,,
4306,<20,<20,"2,606",32,955,42,369,303,<20,"1,285","2,287","1,946","1,724",290,804,107,379,<20,"4,989",<20,<20,<20,<20,28,<20,158,173,,,,,,,,
4307,<20,<20,132,<20,50,<20,<20,39,<20,49,119,88,85,<20,30,<20,<20,<20,222,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4309,<20,<20,419,<20,99,<20,38,54,<20,107,246,200,178,40,79,<20,30,<20,627,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4310,<20,<20,860,<20,174,<20,68,146,<20,255,408,326,272,55,147,22,59,<20,"1,321",<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4311,<20,24,"1,082",<20,477,<20,238,65,<20,827,"1,103",972,842,95,456,91,262,<20,"2,665",<20,<20,<20,21,<20,<20,108,55,,,,,,,,
4312,<20,<20,503,<20,117,<20,60,32,<20,220,186,162,175,26,113,24,26,<20,871,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4313,<20,<20,433,<20,97,<20,48,50,<20,180,186,157,157,34,88,<20,40,<20,742,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4340,<20,<20,560,<20,198,<20,78,84,<20,248,453,411,352,52,179,30,106,<20,"1,062",<20,<20,<20,<20,<20,<20,46,32,,,,,,,,
4341,<20,25,"1,678",<20,611,<20,285,98,<20,897,"1,436","1,273","1,099",136,542,101,332,<20,"3,456",<20,<20,<20,<20,<20,<20,132,102,,,,,,,,
4342,<20,<20,252,<20,114,<20,55,<20,<20,178,236,198,218,46,98,<20,59,<20,572,<20,<20,<20,<20,<20,<20,<20,44,,,,,,,,
4343,<20,<20,"1,203",32,356,<20,156,147,<20,581,922,742,884,252,342,71,169,<20,"2,262",<20,<20,<20,<20,<20,<20,69,264,,,,,,,,
4344,<20,<20,268,<20,54,<20,27,25,<20,109,212,183,159,25,79,<20,43,<20,487,<20,<20,<20,<20,<20,<20,20,<20,,,,,,,,
4345,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,22,,,,,,,,
4346,<20,<20,89,<20,27,<20,<20,<20,<20,33,68,60,41,<20,<20,<20,<20,<20,145,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4347,<20,<20,134,<20,53,<20,31,22,<20,86,110,88,97,27,38,<20,<20,<20,281,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4350,69,187,"12,452",240,"2,658",73,941,"1,352",<20,"4,915","8,238","7,093","6,246","1,231","2,654",557,"1,685",31,"21,362",34,<20,38,40,107,<20,745,812,,,,,,,,
4352,<20,<20,"2,183",22,616,24,198,345,<20,643,"1,710","1,384","1,021",244,321,62,197,<20,"3,400",<20,<20,<20,<20,<20,<20,82,87,,,,,,,,
4353,<20,<20,57,<20,<20,<20,<20,<20,<20,<20,28,<20,23,<20,<20,<20,<20,<20,81,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4354,<20,<20,151,<20,40,<20,22,<20,<20,69,98,93,80,<20,31,<20,<20,<20,277,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4355,<20,<20,596,<20,87,<20,37,55,<20,161,219,198,149,24,83,<20,47,<20,896,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4356,<20,<20,598,<20,98,<20,40,113,<20,141,383,302,215,47,70,<20,68,<20,882,<20,<20,<20,<20,<20,<20,30,<20,,,,,,,,
4357,<20,<20,332,<20,94,<20,40,57,<20,168,189,147,152,23,66,<20,21,<20,591,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4358,<20,<20,150,<20,56,<20,<20,50,<20,62,166,138,102,<20,35,<20,<20,<20,266,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4359,<20,<20,120,<20,21,<20,<20,<20,<20,43,94,78,60,<20,27,<20,<20,<20,209,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4360,<20,<20,87,<20,20,<20,<20,25,<20,30,62,47,48,<20,<20,<20,<20,<20,143,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4361,<20,<20,388,<20,96,<20,57,70,<20,178,191,151,143,21,74,<20,20,<20,690,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4362,<20,<20,401,<20,86,<20,26,54,<20,143,204,172,146,34,63,<20,33,<20,653,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4363,<20,<20,75,<20,20,<20,<20,<20,<20,22,55,41,37,<20,<20,<20,<20,<20,112,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4364,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,22,<20,<20,<20,<20,<20,<20,<20,33,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4365,<20,<20,82,<20,<20,<20,<20,<20,<20,46,36,33,34,<20,<20,<20,<20,<20,151,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4370,<20,33,"2,624",28,673,<20,264,259,<20,"1,107","1,785","1,459","1,421",218,646,147,357,<20,"4,662",<20,<20,<20,<20,<20,<20,188,62,,,,,,,,
4371,<20,<20,91,<20,22,<20,<20,22,<20,37,61,43,51,<20,<20,<20,<20,<20,156,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4372,<20,<20,22,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,32,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4373,<20,<20,200,<20,39,<20,22,21,<20,62,105,82,64,<20,32,<20,25,<20,321,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4374,<20,<20,61,<20,<20,<20,<20,<20,<20,23,25,21,25,<20,<20,<20,<20,<20,102,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4375,<20,<20,36,<20,<20,<20,<20,<20,<20,<20,20,<20,<20,<20,<20,<20,<20,<20,69,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4376,<20,<20,46,<20,<20,<20,<20,<20,<20,<20,34,32,30,<20,<20,<20,<20,<20,76,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4377,<20,<20,98,<20,30,<20,<20,<20,<20,33,44,38,39,<20,27,<20,<20,<20,170,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4378,<20,<20,74,<20,<20,<20,<20,<20,<20,20,34,28,30,<20,<20,<20,<20,<20,112,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4380,<20,<20,"1,432",<20,313,<20,129,161,<20,474,719,547,572,103,301,63,107,<20,"2,314",<20,<20,<20,<20,<20,<20,66,23,,,,,,,,
4381,<20,<20,66,<20,<20,<20,<20,<20,<20,24,47,39,45,<20,22,<20,<20,<20,115,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4382,<20,<20,81,<20,30,<20,<20,20,<20,32,42,30,45,<20,<20,<20,<20,<20,132,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4383,<20,<20,98,<20,41,<20,22,<20,<20,61,63,47,51,<20,28,<20,<20,<20,208,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4384,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4385,<20,<20,246,<20,52,<20,26,21,<20,83,101,87,97,28,34,<20,<20,<20,376,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4387,<20,<20,206,<20,54,<20,27,24,<20,115,116,88,89,<20,52,<20,26,<20,390,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4388,<20,<20,74,<20,23,<20,<20,<20,<20,31,46,39,39,<20,<20,<20,<20,<20,126,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4390,<20,<20,561,<20,154,<20,54,134,<20,185,580,473,362,38,148,25,131,<20,976,<20,<20,<20,<20,<20,<20,36,<20,,,,,,,,
4400,<20,<20,164,<20,51,<20,24,29,<20,75,173,150,94,<20,35,<20,27,<20,315,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4401,<20,<20,671,<20,188,<20,76,97,<20,295,565,484,382,34,185,35,135,<20,"1,279",<20,<20,<20,<20,<20,<20,43,<20,,,,,,,,
4402,<20,<20,55,<20,22,<20,<20,<20,<20,34,28,25,26,<20,<20,<20,<20,<20,107,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4403,<20,<20,58,<20,<20,<20,<20,23,<20,28,49,37,39,<20,<20,<20,<20,<20,111,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4404,<20,<20,31,<20,<20,<20,<20,<20,<20,<20,27,<20,<20,<20,<20,<20,<20,<20,41,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4405,<20,40,"1,212",<20,353,<20,121,201,<20,547,"1,139",984,755,85,307,77,229,<20,"2,230",<20,<20,<20,<20,<20,<20,84,24,,,,,,,,
4406,<20,<20,85,<20,25,<20,<20,29,<20,46,108,86,72,<20,32,<20,<20,<20,168,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4407,<20,<20,54,<20,25,<20,<20,<20,<20,35,47,36,31,<20,<20,<20,<20,<20,112,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4408,<20,<20,88,<20,25,<20,<20,25,<20,32,45,40,39,<20,<20,<20,<20,<20,144,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4410,<20,<20,232,<20,45,<20,24,43,<20,87,93,77,89,<20,46,<20,<20,<20,389,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4411,<20,<20,21,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,47,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4412,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,26,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4413,<20,<20,597,<20,131,<20,30,130,<20,177,437,388,268,27,83,23,72,<20,907,<20,<20,<20,<20,<20,<20,25,<20,,,,,,,,
4415,<20,<20,240,<20,39,<20,<20,20,<20,52,114,99,61,<20,21,<20,<20,<20,335,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4416,<20,<20,27,<20,<20,<20,<20,<20,<20,<20,32,27,20,<20,<20,<20,<20,<20,36,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4417,<20,<20,78,<20,<20,<20,<20,<20,<20,22,62,49,34,<20,<20,<20,<20,<20,125,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4418,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4419,<20,<20,54,<20,<20,<20,<20,29,<20,<20,66,42,36,<20,<20,<20,<20,<20,77,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4420,<20,<20,108,<20,<20,<20,<20,36,<20,27,84,64,52,<20,<20,<20,<20,<20,151,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4421,<20,<20,348,<20,184,<20,111,29,<20,371,278,252,246,23,133,30,71,<20,956,<20,<20,<20,<20,<20,<20,38,<20,,,,,,,,
4422,<20,<20,47,<20,<20,<20,<20,<20,<20,<20,40,28,26,<20,<20,<20,<20,<20,71,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4423,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,27,20,23,<20,<20,<20,<20,<20,20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4424,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,22,<20,<20,<20,<20,<20,<20,<20,30,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4425,<20,<20,33,<20,<20,<20,<20,<20,<20,<20,22,<20,<20,<20,<20,<20,<20,<20,46,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4426,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,23,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4427,<20,<20,44,<20,<20,<20,<20,<20,<20,<20,30,26,<20,<20,<20,<20,<20,<20,74,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4428,<20,<20,58,<20,20,<20,<20,30,<20,<20,42,34,24,<20,<20,<20,<20,<20,95,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4454,<20,<20,49,<20,<20,<20,<20,25,<20,<20,47,40,27,<20,<20,<20,<20,<20,70,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4455,<20,21,501,<20,115,<20,41,146,<20,218,506,426,291,41,113,22,100,<20,916,<20,<20,<20,<20,<20,<20,30,<20,,,,,,,,
4461,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4462,<20,<20,23,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,32,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4465,<20,<20,135,<20,31,<20,<20,32,<20,64,128,98,118,22,45,<20,21,<20,251,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4467,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4468,<20,<20,39,<20,<20,<20,<20,<20,<20,<20,26,<20,<20,<20,<20,<20,<20,<20,53,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4470,<20,26,382,<20,72,<20,31,37,<20,126,323,252,264,32,120,25,86,<20,652,<20,<20,<20,<20,<20,<20,29,<20,,,,,,,,
4471,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4472,<20,<20,210,<20,42,<20,23,<20,<20,74,115,86,54,<20,23,<20,22,<20,346,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4474,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4475,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4477,<20,<20,63,<20,<20,<20,<20,<20,<20,20,42,35,35,<20,<20,<20,<20,<20,86,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4478,<20,<20,55,<20,<20,<20,<20,<20,<20,<20,36,25,<20,<20,<20,<20,<20,<20,86,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4479,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4480,<20,<20,49,<20,<20,<20,<20,21,<20,27,54,38,28,<20,<20,<20,<20,<20,92,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4481,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4482,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4486,<20,<20,72,<20,<20,<20,<20,<20,<20,22,76,65,62,<20,34,<20,21,<20,127,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4487,<20,36,269,<20,64,<20,28,46,<20,119,327,258,268,<20,119,<20,71,<20,519,<20,<20,<20,<20,<20,<20,31,<20,,,,,,,,
4488,<20,<20,21,<20,<20,<20,<20,<20,<20,<20,24,<20,<20,<20,<20,<20,<20,<20,32,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4489,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,24,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4490,<20,26,171,<20,34,<20,<20,25,<20,124,136,120,156,<20,95,<20,46,<20,378,<20,<20,<20,<20,<20,<20,21,<20,,,,,,,,
4491,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4492,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,25,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4493,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4494,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4496,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,37,30,<20,<20,<20,<20,<20,<20,25,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4497,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,27,20,<20,<20,<20,<20,<20,<20,26,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4498,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,21,20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4500,<20,34,"2,824",69,915,38,298,222,<20,"1,041","3,212","2,716","2,366",424,"1,023",155,485,<20,"5,105",<20,<20,<20,<20,45,<20,238,293,,,,,,,,
4501,<20,<20,632,<20,164,<20,66,39,<20,281,569,484,484,71,242,31,121,<20,"1,225",<20,<20,<20,<20,<20,<20,83,52,,,,,,,,
4502,<20,<20,611,<20,199,<20,61,45,<20,242,722,605,555,98,255,45,114,<20,"1,134",<20,<20,<20,<20,<20,<20,54,58,,,,,,,,
4503,<20,<20,"3,100",62,967,38,308,217,<20,"1,164","3,562","3,091","2,398",389,"1,030",185,686,<20,"5,723",<20,<20,<20,<20,46,<20,247,258,,,,,,,,
4504,<20,<20,786,42,431,<20,137,67,<20,326,"1,622","1,343","1,040",178,350,84,225,<20,"1,618",<20,<20,<20,<20,<20,<20,86,123,,,,,,,,
4505,<20,<20,"2,291",23,592,23,190,120,<20,627,"1,459","1,217","1,088",220,502,69,253,<20,"3,618",<20,<20,<20,<20,27,<20,109,139,,,,,,,,
4506,<20,24,"1,734",37,815,28,337,103,<20,990,"2,469","2,164","2,030",274,897,200,591,<20,"4,029",<20,<20,<20,<20,30,<20,241,193,,,,,,,,
4507,<20,<20,"4,935",24,984,<20,369,397,<20,"1,119","1,124",996,"1,190",285,746,74,235,<20,"7,026",<20,<20,<20,<20,40,<20,95,85,,,,,,,,
4508,<20,35,"2,229",43,862,26,386,81,<20,"1,344","2,377","2,072","2,016",178,"1,065",182,575,<20,"5,017",<20,<20,<20,<20,28,<20,323,129,,,,,,,,
4509,<20,<20,"1,334",35,456,31,113,138,<20,296,"2,151","1,916","1,175",184,364,93,317,<20,"2,216",<20,<20,<20,<20,<20,<20,88,140,,,,,,,,
4510,20,77,"5,159",122,"1,834",42,852,262,<20,"2,837","5,055","4,437","4,555",545,"2,571",466,"1,363",29,"11,440",24,<20,31,39,84,<20,654,395,,,,,,,,
4511,<20,<20,"1,592",<20,399,<20,178,89,<20,414,725,601,620,115,295,53,141,<20,"2,457",<20,<20,<20,<20,<20,<20,58,36,,,,,,,,
4512,<20,<20,251,<20,77,<20,<20,44,<20,128,196,143,188,28,94,<20,<20,<20,446,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4514,<20,<20,603,<20,207,<20,94,91,<20,253,491,432,387,47,230,27,106,<20,"1,178",<20,<20,<20,<20,<20,<20,44,24,,,,,,,,
4515,<20,<20,483,<20,146,<20,44,47,<20,181,324,271,215,30,132,<20,58,<20,841,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4516,<20,<20,347,<20,108,<20,42,34,<20,103,305,235,238,44,104,<20,34,<20,571,<20,<20,<20,<20,<20,<20,<20,22,,,,,,,,
4517,<20,<20,130,<20,34,<20,<20,<20,<20,34,54,45,48,<20,36,<20,<20,<20,202,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4518,<20,<20,577,<20,147,<20,65,77,<20,185,391,332,325,65,156,27,62,<20,958,<20,<20,<20,<20,<20,<20,<20,31,,,,,,,,
4519,<20,<20,"1,023",<20,261,<20,110,94,<20,359,745,639,649,103,335,56,122,<20,"1,776",<20,<20,<20,<20,<20,<20,54,47,,,,,,,,
4520,<20,<20,727,<20,162,<20,34,244,<20,147,478,403,410,117,150,<20,44,<20,"1,020",<20,<20,<20,<20,<20,<20,<20,70,,,,,,,,
4521,<20,<20,328,<20,95,<20,38,104,<20,109,251,221,157,24,74,<20,40,<20,554,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4550,<20,<20,432,<20,129,<20,52,27,<20,195,369,319,344,54,191,25,64,<20,815,<20,<20,<20,<20,<20,<20,37,27,,,,,,,,
4551,<20,20,"8,872",118,"1,730",45,566,930,<20,"2,052","3,997","3,345","3,489",608,"1,737",220,681,26,"12,993",20,<20,<20,<20,89,<20,362,343,,,,,,,,
4552,<20,<20,"1,409",26,215,<20,84,296,<20,383,597,499,542,107,334,41,86,<20,"2,129",<20,<20,<20,<20,22,<20,38,55,,,,,,,,
4553,<20,<20,500,<20,121,<20,51,53,<20,157,452,373,372,58,186,34,56,<20,850,<20,<20,<20,<20,<20,<20,38,27,,,,,,,,
4554,<20,<20,142,<20,46,<20,<20,<20,<20,70,151,131,132,26,69,<20,25,<20,293,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4555,<20,<20,838,25,178,<20,62,126,<20,194,593,468,425,71,200,32,61,<20,"1,244",<20,<20,<20,<20,<20,<20,42,40,,,,,,,,
4556,<20,<20,"5,522",142,"1,008",29,283,714,<20,906,"2,712","2,213","2,523",756,950,143,398,<20,"7,543",<20,<20,<20,<20,65,<20,185,769,,,,,,,,
4557,<20,<20,"1,403",63,314,<20,114,248,<20,546,"1,263","1,052","1,097",260,566,54,199,<20,"2,529",<20,<20,<20,<20,22,<20,111,217,,,,,,,,
4558,<20,<20,"2,911",82,518,<20,193,310,<20,990,"1,294","1,099","1,394",285,855,63,258,<20,"4,732",<20,<20,<20,<20,40,<20,167,197,,,,,,,,
4559,<20,<20,697,<20,162,<20,67,62,<20,234,458,357,404,79,208,30,58,<20,"1,147",<20,<20,<20,<20,<20,<20,30,37,,,,,,,,
4560,<20,22,"4,369",102,957,21,368,436,<20,"1,603","2,572","2,124","2,298",426,"1,191",173,464,<20,"7,365",21,<20,<20,<20,58,<20,263,221,,,,,,,,
4561,<20,<20,651,<20,199,<20,86,105,<20,304,596,451,482,87,274,35,81,<20,"1,244",<20,<20,<20,<20,<20,<20,59,46,,,,,,,,
4562,<20,<20,713,22,171,<20,80,141,<20,228,562,439,477,79,251,30,55,<20,"1,200",<20,<20,<20,<20,<20,<20,28,48,,,,,,,,
4563,<20,<20,"1,135",21,283,<20,113,154,<20,367,627,522,552,103,289,53,95,<20,"1,847",<20,<20,<20,<20,<20,<20,46,43,,,,,,,,
4564,<20,<20,"1,136",20,255,<20,104,198,<20,346,844,705,718,122,377,50,135,<20,"1,901",<20,<20,<20,<20,<20,<20,76,94,,,,,,,,
4565,<20,<20,"2,494",40,471,<20,199,241,<20,682,"1,137",913,"1,018",169,629,75,167,<20,"3,845",<20,<20,<20,<20,33,<20,82,58,,,,,,,,
4566,<20,<20,"1,281",<20,192,<20,73,295,<20,218,479,390,416,88,230,25,67,<20,"1,751",<20,<20,<20,<20,<20,<20,37,44,,,,,,,,
4567,<20,<20,"1,089",52,182,<20,84,291,<20,311,765,612,697,128,393,36,118,<20,"1,755",<20,<20,<20,<20,20,<20,42,68,,,,,,,,
4568,<20,<20,437,<20,114,<20,51,44,<20,163,293,236,253,47,172,20,44,<20,774,<20,<20,<20,<20,<20,<20,20,<20,,,,,,,,
4569,<20,<20,149,<20,66,<20,39,<20,<20,93,158,146,127,<20,88,<20,27,<20,354,<20,<20,<20,<20,<20,<20,<20,<20,,,,,,,,
4570,<20,44,"5,765",79,"1,819",40,961,495,<20,"3,156","3,876","3,303","3,642",457,"1,957",351,784,47,"11,419",23,<20,31,47,73,<20,468,183,,,,,,,,
