State,Hospname,Establishment ID,Parent Id,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Remoteness area (code),Remoteness area ,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name
QLD,DIRRANBANDI HOSPITAL,310000114, ,Hospital, ,Corner of Jane and Cowildi Streets,Dirranbandi 4486,4,Very remote,7,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
QLD,INJUNE HOSPITAL,310000115, ,Hospital, ,Fifth Avenue,Injune 4454,4,Very remote,6,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
QLD,MITCHELL HOSPITAL,310000116, ,Hospital, ,95 Ann Street,Mitchell 4465,4,Very remote,13,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
QLD,MUNGINDI HOSPITAL,310000117, ,Hospital, ,Barwon Street,Mungindi 2406,3,Remote,8,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
QLD,QUILPIE HOSPITAL,310000118, ,Hospital, ,30 Gyrica Street,Quilpie 4480,4,Very remote,6,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services
QLD,ROMA HOSPITAL,310000119, ,Hospital, ,197-234 Mcdowall Street,Roma 4455,2,Outer Regional,52,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute
QLD,ST GEORGE HOSPITAL,310000120, ,Hospital, ,1 Victoria Street,St George 4487,3,Remote,34,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute
QLD,SURAT HOSPITAL,310000121, ,Hospital, ,Ivan Street,Surat 4417,3,Remote,7,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
QLD,THARGOMINDAH HOSPITAL,310000122, ,Hospital, ,Dowling Street,Thargomindah 4492,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,WALLUMBILLA OUTPATIENTS CLINIC,310000123, ,Hospital, ,Raslie Road,Wallumbilla 4428,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,ALPHA HOSPITAL,310000131, ,Hospital, ,Gordon Street,Alpha 4724,4,Very remote,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,BARALABA HOSPITAL,310000132, ,Hospital, ,Stopford Street,Baralaba 4702,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,BILOELA HOSPITAL,310000133, ,Hospital, ,2 Hospital Road,Biloela 4715,2,Outer Regional,25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute
QLD,BLACKWATER HOSPITAL,310000134, ,Hospital, ,Mackenzie Street,Blackwater 4717,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,EMERALD HOSPITAL,310000135, ,Hospital, ,69 Hospital Road,Emerald 4720,2,Outer Regional,37,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2)
QLD,GLADSTONE HOSPITAL,310000136, ,Hospital, ,Park Street,Gladstone 4680,1,Inner Regional,78,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1)
QLD,MOUNT MORGAN HOSPITAL,310000139, ,Hospital, ,Black Street,Mount Morgan 4714,1,Inner Regional,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,MOURA HOSPITAL,310000140, ,Hospital, ,14 Nott Street,Moura 4718,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,ROCKHAMPTON BASE HOSPITAL,310000141, ,Hospital, ,Canning Street,Rockhampton 4700,1,Inner Regional,246,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,SPRINGSURE HOSPITAL,310000142, ,Hospital, ,Woodbine Street,Springsure 4722,3,Remote,12,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
QLD,THEODORE HOSPITAL,310000143, ,Hospital, ,The Boulevard,Theodore 4719,2,Outer Regional,6,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,CAPRICORN COAST HOSPITAL & HEALTH SERVICE,310000144, ,Hospital, ,8 Hoskyn Drive,Yeppoon 4703,1,Inner Regional,28,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2)
QLD,WOORABINDA HOSPITAL,310000145, ,Hospital, ,1 Munns Drive,Woorabinda 4702,3,Remote,7,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
QLD,ARAMAC HOSPITAL,310000151, ,Hospital, ,Lodge Street,Aramac 4726,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,BARCALDINE HOSPITAL,310000152, ,Hospital, ,Oak Street,Barcaldine 4725,4,Very remote,12,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,BLACKALL HOSPITAL,310000153, ,Hospital, ,Shamrock Street,Blackall 4472,4,Very remote,16,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
QLD,BOULIA PRIMARY HEALTH CENTRE,310000154, ,Hospital, ,Wills Street,Boulia 4829,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,JUNDAH PRIMARY HEALTH CENTRE,310000155, ,Hospital, ,1 Hospital Road,Jundah 4736,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,LONGREACH HOSPITAL,310000156, ,Hospital, ,Jabiru Street,Longreach 4730,4,Very remote,31,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute
QLD,MUTTABURRA PRIMARY HEALTH CENTRE,310000157, ,Hospital, ,Edkins Street,Muttaburra 4732,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,TAMBO PRIMARY HEALTH CENTRE,310000158, ,Hospital, ,Garden Street,Tambo 4478,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,WINTON HOSPITAL,310000159, ,Hospital, ,Bloomfield Street,Winton 4735,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,ISISFORD PRIMARY HEALTH CENTRE,310000160, ,Hospital, ,St Helena Street,Isisford 4731,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,YARAKA CLINIC,310000161, ,Hospital, ,Jarley Street,Yaraka 4702,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,WINDORAH CLINIC,310000162, ,Hospital, ,Victoria Street,Windorah 4481,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,CLERMONT HOSPITAL,310000171, ,Hospital, ,Francis Street,Clermont 4721,3,Remote,10,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
QLD,MACKAY BASE HOSPITAL,310000172, ,Hospital, ,475 Bridge Road,Mackay 4740,1,Inner Regional,182,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,MORANBAH HOSPITAL,310000173, ,Hospital, ,Elliott Street,Moranbah 4744,2,Outer Regional,12,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,PROSERPINE HOSPITAL,310000174, ,Hospital, ,26-34 Taylor Street,Proserpine 4800,2,Outer Regional,33,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2)
QLD,SARINA HOSPITAL,310000175, ,Hospital, ,1 Hospital Street,Sarina 4737,2,Outer Regional,16,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,DYSART HOSPITAL,310000176, ,Hospital, ,Queen Elizabeth Drive,Dysart 4745,2,Outer Regional,9,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,AYR HOSPITAL,310000191, ,Hospital, ,2 Chippendale Street,Ayr 4807,2,Outer Regional,32,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute
QLD,BOWEN HOSPITAL,310000192, ,Hospital, ,Gregory Street,Bowen 4805,2,Outer Regional,27,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute
QLD,CHARTERS TOWERS HOSPITAL,310000193, ,Hospital, ,137-139 Gill Street,Charters Towers 4820,2,Outer Regional,29,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,COLLINSVILLE HOSPITAL,310000194, ,Hospital, ,Garrick Street,Collinsville 4804,3,Remote,8,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
QLD,HOME HILL HOSPITAL,310000195, ,Hospital, ,Tenth Avenue,Home Hill 4806,2,Outer Regional,14,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,INGHAM HOSPITAL,310000196, ,Hospital, ,2-16 Mcilwraith Street,Ingham 4850,2,Outer Regional,32,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,JOYCE PALMER HEALTH SERVICE,310000197, ,Hospital, ,Beach Road,Palm Island 4816,3,Remote,13,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
QLD,THE TOWNSVILLE HOSPITAL,310000200, ,Hospital, ,100 Angus Smith Drive,Douglas 4814,2,Outer Regional,624,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,ROYAL BRISBANE & WOMEN'S HOSPITAL,310000201, ,Hospital, ,Butterfield Street,Herston 4006,0,Major Cities,1024,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,ATHERTON HOSPITAL,310000211, ,Hospital, ,Corner of Louise and Jack Streets,Atherton 4883,2,Outer Regional,44,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2)
QLD,BABINDA HOSPITAL,310000212, ,Hospital, ,128 Munro Street,Babinda 4861,2,Outer Regional,22,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,BAMAGA HOSPITAL,310000213, ,Hospital, ,Sagaukaz Street,Bamaga 4876,4,Very remote,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,CAIRNS BASE HOSPITAL,310000214, ,Hospital, ,The Esplanade,Cairns 4870,2,Outer Regional,480,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
QLD,CHILLAGOE HOSPITAL,310000215, ,Hospital, ,21 Hospital Road,Chillagoe 4871,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,COOKTOWN HOSPITAL,310000216, ,Hospital, ,48 Hope Street,Cooktown 4895,3,Remote,18,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services
QLD,CROYDON HOSPITAL,310000217, ,Hospital, ,Sircom Street,Croydon 4871,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,FORSAYTH HOSPITAL,310000218, ,Hospital, ,Fourth Street,Forsayth 4871,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,GEORGETOWN HOSPITAL,310000219, ,Hospital, ,High Street,Georgetown 4871,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,GORDONVALE HOSPITAL,310000220, ,Hospital, ,1-11 Highleigh Road,Gordonvale 4865,2,Outer Regional,24,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other
QLD,HERBERTON HOSPITAL,310000221, ,Hospital, ,23 Grace Street,Herberton 4887,2,Outer Regional,38,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other
QLD,INNISFAIL HOSPITAL,310000222, ,Hospital, ,87 Rankin Street,Innisfail 4860,2,Outer Regional,64,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2)
QLD,MAREEBA HOSPITAL,310000223, ,Hospital, ,21 Lloyd Street,Mareeba 4880,2,Outer Regional,48,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2)
QLD,MOSSMAN HOSPITAL,310000224, ,Hospital, ,9 Hospital Street,Mossman 4873,2,Outer Regional,24,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,E2,Multi-purpose services
QLD,MOUNT GARNET OUTPATIENTS CLINIC,310000225, ,Hospital, ,2 Galena Street,Mount Garnet 4872,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,THURSDAY ISLAND HOSPITAL,310000226, ,Hospital, ,163 Douglas Street,Thursday Island 4875,4,Very remote,38,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D2,Small non-acute
QLD,TULLY HOSPITAL,310000227, ,Hospital, ,Bryant Street,Tully 4854,2,Outer Regional,20,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute
QLD,WEIPA HOSPITAL,310000228, ,Hospital, ,Lot 407 John Evans Drive,Weipa 4874,4,Very remote,14,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute
QLD,YARRABAH HOSPITAL,310000229, ,Hospital, ,1 Bukki Road,Yarrabah 4871,2,Outer Regional,0,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
QLD,AURUKUN PRIMARY HEALTH CARE CENTRE,310000230, ,Hospital, ,Kang Kang Road,Aurukun 4871,4,Very remote,1,OT,Outpatient hospital,Yes,No,No,No,G,Un-peered and other
QLD,HOPEVALE MEDICAL CENTRE,310000231, ,Hospital, ,Aerodrome Road,Hope Vale 4895,3,Remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,WUJAL WUJAL COMMUNITY HOSPITAL,310000232, ,Hospital, ,100 Douglas Street,Wujal Wujal 4895,3,Remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,LOCKHART RIVER PRIMARY HEALTH CARE CENTRE,310000233, ,Hospital, ,Paytam Street,Lockhart River 4871,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,BURKETOWN HEALTH CLINIC,310000241, ,Hospital, ,Hospital Road,Burketown 4830,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,CAMOOWEAL HEALTH CLINIC,310000242, ,Hospital, ,Nowranie Street,Camooweal 4828,4,Very remote,3,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,CLONCURRY HOSPITAL,310000243, ,Hospital, ,1 Musgrave Street,Cloncurry 4824,3,Remote,25,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
QLD,HUGHENDEN HOSPITAL,310000244, ,Hospital, ,14 Richmond Hill Drive,Hughenden 4821,4,Very remote,15,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
QLD,JULIA CREEK HOSPITAL,310000245, ,Hospital, ,1 Burke Street,Julia Creek 4823,4,Very remote,10,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
QLD,MOUNT ISA HOSPITAL,310000246, ,Hospital, ,30 Camooweal Street,Mount Isa 4825,3,Remote,86,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote
QLD,NORMANTON HOSPITAL,310000247, ,Hospital, ,Brown Street,Normanton 4890,4,Very remote,14,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
QLD,RICHMOND HOSPITAL,310000248, ,Hospital, ,Gallagher Drive,Richmond 4822,4,Very remote,10,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,MORNINGTON ISLAND HOSPITAL,310000249, ,Hospital, ,Lardyl Street,Mornington Island 4871,4,Very remote,11,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
QLD,KARUMBA HEALTH CLINIC,310000250, ,Hospital, ,160 Walker Street,Karumba 4891,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,DAJARRA HEALTH CLINIC,310000251, ,Hospital, ,12 Matheson Street,Dajarra 4825,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,DOOMADGEE HOSPITAL,310000252, ,Hospital, ,Sharpe Street,Doomadgee 4830,4,Very remote,7,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
QLD,KOWANYAMA PRIMARY HEALTH CARE CENTRE,310000253, ,Hospital, ,Carrington Street,Kowanyama 4871,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,PORMPURAAW PRIMARY HEALTH CARE CENTRE,310000254, ,Hospital, ,Korka Street,Pormpuraaw 4871,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,COEN PRIMARY HEALTH CARE CENTRE,310000255, ,Hospital, ,Armbrust Street,Coen 4871,4,Very remote,1,VS,Very small public,No,No,No,No,G,Un-peered and other
QLD,CAPELLA OUTPATIENTS CLINIC,310000905, ,Hospital, ,Main Street,Bollon 4488,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,CRACOW OUTPATIENTS CLINIC,310000907, ,Hospital, ,Slider Street,Capella 4702,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,DIMBULAH OUTPATIENTS CLINIC,310000908, ,Hospital, ,Fourth Avenue,Cracow 4719,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,DUARINGA OUTPATIENTS CLINIC,310000910, ,Hospital, ,3-5 Stephens Street,Dimbulah 4872,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,GLENMORGAN OUTPATIENTS CLINIC,310000912, ,Hospital, ,Corner of Elizabeth and William Streets,Duaringa 4712,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,LAURA PRIMARY HEALTH CARE CENTRE,310000915, ,Hospital, ,Queensland Country Women's Association Hall,Glenmorgan 4423,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other
QLD,MAGNETIC ISLAND HEALTH SERVICE CENTRE,310000916, ,Hospital, ,1 Gladwell Street,Laura 4871,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,MALANDA OUTPATIENTS CLINIC,310000917, ,Hospital, ,76 Sooning Street,Nelly Bay 4819,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,MEANDARRA OUTPATIENTS CLINIC,310000919, ,Hospital, ,3/15 Catherine Street,Malanda 4885,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,MILLAA MILLAA OUTPATIENTS CLINIC,310000920, ,Hospital, ,Gibson Street,Meandarra 4422,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,MORVEN OUTPATIENTS CLINIC,310000921, ,Hospital, ,45 Palm Avenue,Millaa Millaa 4886,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,RAVENSHOE OUTPATIENTS CLINIC,310000924, ,Hospital, ,Warrego Highway,Morven 4468,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,MALAKOOLA PRIMARY HEALTH CARE CENTRE,310000928, ,Hospital, ,27 Kuradilla Street,Ravenshoe 4888,4,Very remote,1,OT,Outpatient hospital,Yes,No,No,No,G,Un-peered and other
QLD,ROBINA HOSPITAL,310000934, ,Hospital, ,313 Moun-Ding Street,Napranum 4874,0,Major Cities,454,M,Medium public acute,Yes,Yes,Yes,No,A1,Principal referral
QLD,MOONIE OUTPATIENTS CLINIC,310000935, ,Hospital, ,Moonie Highway,Moonie 4406,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,ISLAND MEDICAL SERVICE,310000939, ,Hospital, ,Victoria Parade,Thursday Island ,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,GEMFIELDS OUTPATIENTS CLINIC,310000940, ,Hospital, ,984 Rubyvale Road,Sapphire 4702,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,MAPOON PRIMARY HEALTH CARE CENTRE,310000965, ,Hospital, ,Main Street,Mapoon 4874,4,Very remote,1,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other
QLD,BAILLIE HENDERSON HOSPITAL,340000701, ,Hospital, ,Corner of Hogg and Tor Streets,Toowoomba 4350,1,Inner Regional,180,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric
QLD,CHARTERS TOWERS REHABILITATION UNIT,340000703, ,Hospital, ,35 Gladstone Road,Charters Towers 4820,2,Outer Regional,27,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric
QLD,KIRWAN MENTAL HEALTH REHABILITATION UNIT,340000715, ,Hospital, ,138 Thuringowa Drive,Kirwan 4817,2,Outer Regional,34,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric
QLD,THE PARK CENTRE FOR MENTAL HEALTH,340000751, ,Hospital, ,Corner of Ellerton Drive and Wolston Park Road,Wacol 4076,0,Major Cities,176,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric
SA,Hampstead Rehabilitation Centre,41CA00008, ,Hospital, ,205 Hampstead RD,Northfield 5085,0,Major Cities,153,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,E4,Rehabilitation
SA,The Queen Elizabeth Hospital,41CA00014, ,Hospital, ,28 Woodville RD,Woodville South 5011,0,Major Cities,346.6,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral
SA,Royal Adelaide Hospital,41CA00019, ,Hospital, ,North TCE,Adelaide 5000,0,Major Cities,874,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral
SA,Pregnancy Advisory Centre,41CA00035, ,Hospital, ,21 Belmore TCE,Woodville 5011,0,Major Cities,10,O5,Unpeered,Yes,No,No,No,G,Un-peered and other
SA,St. Margaret's Hospital,41CA00042, ,Hospital, ,65 Military RD,Semaphore South 5019,0,Major Cities,48,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,E4,Rehabilitation
SA,Women's and Children's Hospital,41CW00003, ,Hospital, ,72 King William RD,North Adelaide 5006,0,Major Cities,324.8,W2,Womens and childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens
SA,Central Eyre Peninsula Hospital (Wudinna),41EY00076, ,Hospital, ,16-24 Richards AV,Wudinna 5652,4,Very remote,13,VS,Very small public,Yes,No,No,No,G,Un-peered and other
SA,Cleve District Health and Aged Care,41EY00082, ,Hospital, ,North TCE,Cleve 5640,3,Remote,20,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
SA,Cowell District Hospital,41EY00088, ,Hospital, ,17 South TCE,Cowell 5602,3,Remote,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other
SA,Cummins and District Memorial Hospital,41EY00094, ,Hospital, ,19-21 Tumby Bay RD,Cummins 5631,3,Remote,19,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
SA,Elliston Hospital,41EY00097, ,Hospital, ,4-6 Memorial DR,Elliston 5670,4,Very remote,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other
SA,Kimba District Health and Aged Care,41EY00121, ,Hospital, ,15 Martin TCE,Kimba 5641,3,Remote,8,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services
SA,Ceduna District Health Service,41EY00169, ,Hospital, ,3 Eyre HWY,Ceduna 5690,4,Very remote,21,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,E2,Multi-purpose services
SA,Port Lincoln Health Service,41EY00202, ,Hospital, ,39 Oxford TCE,Port Lincoln 5606,3,Remote,50,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D3,Small remote acute
SA,Streaky Bay Hospital,41EY00232, ,Hospital, ,1 Flinders DR,Streaky Bay 5680,3,Remote,19,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
SA,Tumby Bay Hospital and Health Services,41EY00241, ,Hospital, ,8-11 The ESP,Tumby Bay 5605,3,Remote,15,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute
SA,Gumeracha District Soldiers Memorial Hospital,41HM00106, ,Hospital, ,2 Albert ST,Gumeracha 5233,1,Inner Regional,17,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
SA,Kangaroo Island Health Service,41HM00112, ,Hospital, ,3 The ESP,Kingscote 5223,3,Remote,15,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute
SA,Karoonda & District Soldiers' Memorial Hospital,41HM00118, ,Hospital, ,13 Stokes RD,Karoonda 5307,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other
SA,Lameroo District Health Services,41HM00127, ,Hospital, ,1A Vardon TCE,Lameroo 5302,3,Remote,11,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other
SA,Tailem Bend District Hospital,41HM00136, ,Hospital, ,74 Princes HWY,Tailem Bend 5260,1,Inner Regional,9,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
SA,The Mannum District Hospital,41HM00145, ,Hospital, ,Parker ST,Mannum 5238,1,Inner Regional,13,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
SA,Meningie & Districts Memorial Hospital & Health Services,41HM00151, ,Hospital, ,2 South TCE,Meningie 5264,2,Outer Regional,14,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
SA,Mount Barker District Soldiers' Memorial Hospital,41HM00160, ,Hospital, ,Wellington RD,Mount Barker 5251,1,Inner Regional,40,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2)
SA,Mount Pleasant District Hospital,41HM00166, ,Hospital, ,28 Hospital RD,Mount Pleasant 5235,1,Inner Regional,27,S2,Other small public acute,Yes,No,Yes,No,D2,Small non-acute
SA,The Murray Bridge Soldiers' Memorial Hospital,41HM00172, ,Hospital, ,96 Swanport RD,Murray Bridge 5253,1,Inner Regional,58,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2)
SA,Pinnaroo Soldiers' Memorial Hospital,41HM00193, ,Hospital, ,Bundey TCE,Pinnaroo 5304,3,Remote,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other
SA,South Coast District Hospital,41HM00223, ,Hospital, ,Bay RD,Victor Harbor 5211,1,Inner Regional,42,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2)
SA,Strathalbyn and District Health Service,41HM00229, ,Hospital, ,14 Alfred PL,Strathalbyn 5255,1,Inner Regional,25,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute
SA,Booleroo Centre District Hospital and Health Services,41MN00067, ,Hospital, ,Stephens ST,Booleroo Centre 5482,2,Outer Regional,23,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute
SA,Crystal Brook and District Hospital,41MN00091, ,Hospital, ,Edmund TCE,Crystal Brook 5523,2,Outer Regional,13,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute
SA,Jamestown Hospital & Health Service,41MN00109, ,Hospital, ,South TCE,Jamestown 5491,2,Outer Regional,22,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute
SA,Laura & Districts Hospital,41MN00130, ,Hospital, ,33 Mill ST,Laura 5480,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,D2,Small non-acute
SA,Orroroo & District Health Service,41MN00184, ,Hospital, ,Pekina RD,Orroroo 5431,2,Outer Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other
SA,Peterborough Soldiers' Memorial Hospital,41MN00190, ,Hospital, ,23 Hurlstone ST,Peterborough 5422,2,Outer Regional,22,S2,Other small public acute,Yes,No,Yes,No,D2,Small non-acute
SA,Port Broughton District Hospital & Health Services,41MN00199, ,Hospital, ,Bay ST,Port Broughton 5522,2,Outer Regional,20,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute
