LGA,LGA name,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice
37010,Townsville (C),245,529,"13,478",420,"4,222",137,"1,625","1,355",<20,"5,809","13,599","12,326","12,414","2,261","6,166",756,"3,253",40,"26,152",57,<20,31,39,139,<20,"1,405","2,149"
37300,Weipa (T),<20,27,20,<20,<20,<20,<20,<20,<20,<20,141,175,80,<20,37,<20,26,<20,64,<20,<20,<20,<20,<20,<20,<20,<20
37310,Western Downs (R),<20,53,"3,035",<20,862,27,353,561,<20,"1,382","2,464","2,102","1,681",194,674,163,430,<20,"5,492",<20,<20,24,22,31,<20,177,43
37340,Whitsunday (R),<20,41,"2,806",<20,679,27,263,379,<20,"1,174","2,219","1,968","2,143",156,"1,383",163,491,<20,"5,143",<20,<20,<20,<20,26,<20,200,41
37400,Winton (S),<20,<20,134,<20,<20,<20,<20,<20,<20,38,95,74,55,<20,31,<20,<20,<20,200,<20,<20,<20,<20,<20,<20,<20,<20
37550,Woorabinda (S),<20,66,21,<20,<20,<20,<20,<20,<20,55,162,156,275,<20,169,<20,81,<20,193,<20,<20,<20,<20,<20,<20,61,<20
37570,Wujal Wujal (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,28,40,33,102,<20,64,<20,<20,<20,78,<20,<20,<20,<20,<20,<20,<20,<20
37600,Yarrabah (S),38,167,72,<20,92,<20,82,<20,<20,158,387,365,717,<20,468,46,176,<20,550,<20,<20,<20,<20,<20,<20,126,<20
40070,Adelaide (C),30,<20,976,127,147,<20,58,275,<20,882,421,372,"1,429",638,698,25,53,<20,"2,189",<20,<20,<20,<20,<20,<20,76,760
40120,Adelaide Hills (DC),<20,<20,"3,574",61,582,39,132,715,<20,647,"1,906","1,564","1,528",415,629,64,185,<20,"4,847",<20,<20,<20,<20,29,<20,92,276
40220,Alexandrina (DC),<20,<20,"4,780",49,753,33,281,470,<20,"1,213","1,855","1,469","1,521",274,884,111,254,32,"6,971",<20,<20,<20,<20,37,<20,108,100
40250,Anangu Pitjantjatjara (AC),29,68,85,<20,29,<20,23,<20,<20,234,386,363,804,23,472,121,75,<20,453,<20,<20,<20,<20,<20,<20,83,<20
40310,Barossa (DC),<20,<20,"3,057",27,522,39,151,337,<20,647,"1,568","1,261","1,137",209,511,61,181,<20,"4,301",<20,<20,<20,<20,<20,<20,89,99
40430,Barunga West (DC),<20,<20,541,<20,112,<20,56,41,<20,160,129,111,123,<20,89,<20,25,<20,823,<20,<20,<20,<20,<20,<20,<20,<20
40520,Berri and Barmera (DC),<20,24,"1,657",<20,478,<20,205,105,<20,772,944,762,871,130,505,90,182,<20,"3,050",<20,<20,<20,<20,<20,<20,91,46
40700,Burnside (C),<20,<20,"4,001",131,551,21,118,"1,495",<20,748,"1,359","1,179","1,491",487,581,48,130,<20,"5,235",<20,<20,<20,<20,32,<20,44,501
40910,Campbelltown (C),<20,<20,"7,581",126,"1,387",54,388,744,<20,"1,684","3,069","2,502","2,805",792,"1,222",147,316,<20,"10,568",<20,<20,28,26,45,<20,180,650
41010,Ceduna (DC),<20,27,356,<20,77,<20,39,32,<20,133,292,244,326,<20,198,32,81,<20,658,<20,<20,<20,<20,<20,<20,38,<20
41060,Charles Sturt (C),42,46,"15,413",264,"3,525",113,"1,285","1,245",<20,"5,336","6,840","5,736","7,053","1,575","4,044",417,"1,060",61,"24,797",48,23,67,48,109,<20,524,"1,399"
41140,Clare and Gilbert Valleys (DC),<20,<20,"1,181",<20,241,<20,83,216,<20,365,643,484,430,56,233,35,85,<20,"1,840",<20,<20,<20,<20,<20,<20,28,22
41190,Cleve (DC),<20,<20,213,<20,30,<20,<20,56,<20,45,110,69,72,<20,25,<20,<20,<20,283,<20,<20,<20,<20,<20,<20,<20,<20
41330,Coober Pedy (DC),<20,<20,253,<20,34,<20,23,<20,<20,128,144,128,235,<20,185,<20,51,<20,495,<20,<20,<20,<20,<20,<20,20,<20
41560,Copper Coast (DC),<20,<20,"2,743",<20,692,21,304,210,<20,"1,015","1,147",952,"1,127",165,685,105,221,22,"4,622",<20,<20,<20,<20,<20,<20,121,40
41750,Elliston (DC),<20,<20,113,<20,29,<20,<20,23,<20,48,93,78,78,<20,35,<20,<20,<20,190,<20,<20,<20,<20,<20,<20,<20,<20
41830,Flinders Ranges (DC),<20,<20,272,<20,45,<20,<20,24,<20,87,114,108,88,<20,65,<20,26,<20,440,<20,<20,<20,<20,<20,<20,<20,<20
41960,Franklin Harbour (DC),<20,<20,206,<20,33,<20,<20,25,<20,42,67,57,55,<20,36,<20,<20,<20,285,<20,<20,<20,<20,<20,<20,<20,<20
42030,Gawler (T),<20,<20,"3,251",37,761,51,240,166,<20,"1,107","1,867","1,616","1,569",260,783,105,404,<20,"5,376",<20,<20,<20,<20,24,<20,179,203
42110,Goyder (DC),<20,<20,646,<20,136,<20,66,84,<20,292,364,284,315,41,179,30,45,<20,"1,135",<20,<20,<20,<20,<20,<20,28,<20
42250,Grant (DC),<20,<20,636,<20,150,<20,57,144,<20,206,478,344,348,51,192,28,41,<20,"1,012",<20,<20,<20,<20,<20,<20,26,20
42600,Holdfast Bay (C),<20,<20,"4,781",117,587,24,160,827,<20,"1,090","1,300","1,137","1,605",465,872,56,177,<20,"6,571",<20,<20,<20,<20,36,<20,101,406
42750,Kangaroo Island (DC),<20,<20,546,<20,110,<20,38,103,<20,166,353,242,306,40,180,20,30,<20,853,<20,<20,<20,<20,<20,<20,22,<20
43080,Karoonda East Murray (DC),<20,<20,176,<20,35,<20,<20,22,<20,74,97,77,97,<20,48,<20,<20,<20,286,<20,<20,<20,<20,<20,<20,<20,<20
43220,Kimba (DC),<20,<20,143,<20,<20,<20,<20,<20,<20,<20,66,43,<20,<20,<20,<20,<20,<20,175,<20,<20,<20,<20,<20,<20,<20,<20
43360,Kingston (DC),<20,<20,390,<20,40,<20,<20,71,<20,82,141,109,99,<20,64,<20,<20,<20,536,<20,<20,<20,<20,<20,<20,<20,<20
43650,Light (RegC),<20,<20,"1,167",<20,400,27,135,161,<20,441,"1,060",844,764,148,341,37,111,<20,"2,030",<20,<20,<20,<20,<20,<20,55,108
43710,Lower Eyre Peninsula (DC),<20,<20,473,<20,92,<20,36,108,<20,138,299,216,207,24,128,<20,26,<20,741,<20,<20,<20,<20,<20,<20,<20,<20
43790,Loxton Waikerie (DC),<20,<20,"1,775",<20,385,<20,149,151,<20,614,959,724,717,94,362,67,140,<20,"2,864",<20,<20,<20,<20,<20,<20,51,52
43920,Mallala (DC),<20,<20,802,<20,324,20,120,62,<20,415,726,581,519,87,259,27,97,<20,"1,576",<20,<20,<20,<20,<20,<20,47,49
44000,Maralinga Tjarutja (AC),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,36,<20,27,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
44060,Marion (C),39,42,"10,981",280,"2,188",96,771,817,<20,"3,962","5,609","4,666","5,837","1,664","2,847",310,753,52,"17,782",33,24,36,38,97,<20,434,"1,513"
44210,Mid Murray (DC),<20,<20,"1,469",<20,315,<20,142,108,<20,614,602,490,602,86,387,40,90,<20,"2,488",<20,<20,<20,<20,<20,<20,40,32
44340,Mitcham (C),20,<20,"7,331",221,"1,050",40,252,"1,370",<20,"1,341","2,609","2,237","2,960","1,018","1,193",111,272,<20,"9,665",<20,<20,<20,<20,58,<20,145,985
44550,Mount Barker (DC),<20,<20,"2,985",63,683,44,208,320,<20,992,"2,496","2,035","1,859",392,792,130,290,<20,"4,887",<20,<20,<20,<20,32,<20,150,267
44620,Mount Gambier (C),<20,<20,"3,383",36,731,36,293,289,<20,"1,407","2,542","2,041","2,095",349,"1,154",191,472,<20,"6,100",<20,<20,<20,<20,36,<20,201,228
44830,Mount Remarkable (DC),<20,<20,476,<20,90,<20,46,53,<20,140,169,132,150,32,81,<20,<20,<20,712,<20,<20,<20,<20,<20,<20,<20,<20
45040,Murray Bridge (RC),<20,42,"3,001",21,699,22,307,250,<20,"1,230","1,966","1,570","1,819",255,"1,045",151,385,<20,"5,344",<20,<20,<20,<20,34,<20,213,115
45090,Naracoorte and Lucindale (DC),<20,<20,882,<20,133,<20,52,201,<20,225,665,517,466,64,269,29,72,<20,"1,330",<20,<20,<20,<20,<20,<20,27,38
45120,Northern Areas (DC),<20,<20,648,<20,130,<20,57,93,<20,239,319,249,245,40,124,20,38,<20,"1,041",<20,<20,<20,<20,<20,<20,20,<20
45290,Norwood Payneham St Peters (C),<20,<20,"4,421",146,667,22,157,577,<20,"1,169","1,408","1,181","1,751",550,827,55,165,<20,"6,273",<20,<20,<20,<20,35,<20,75,547
45340,Onkaparinga (C),54,78,"19,820",363,"5,127",271,"1,936","1,203",<20,"7,706","14,639","12,055","12,547","2,236","6,569",830,"2,483",107,"34,912",80,20,57,81,193,<20,"1,178","1,577"
45400,Orroroo/Carrieton (DC),<20,<20,153,<20,24,<20,<20,22,<20,35,49,36,46,<20,27,<20,<20,<20,213,<20,<20,<20,<20,<20,<20,<20,<20
45540,Peterborough (DC),<20,<20,370,<20,101,<20,58,23,<20,218,155,141,164,21,113,<20,36,<20,733,<20,<20,<20,<20,<20,<20,<20,<20
45680,Playford (C),46,100,"8,243",190,"4,002",261,"1,752",213,23,"6,202","10,286","9,023","9,887","1,265","5,476",912,"2,780",51,"21,367",39,<20,45,58,97,<20,"1,293",999
45890,Port Adelaide Enfield (C),71,117,"14,240",313,"3,729",134,"1,613",593,20,"7,320","9,486","7,974","10,123","1,957","5,889",675,"1,573",69,"27,275",46,42,63,62,133,<20,870,"1,703"
46090,Port Augusta (C),28,89,"1,644",<20,492,<20,222,69,<20,903,"1,213","1,094","1,305",104,851,103,352,<20,"3,408",<20,<20,<20,<20,<20,<20,176,36
46300,Port Lincoln (C),<20,41,"1,867",<20,379,<20,136,171,<20,728,"1,269","1,037","1,217",124,699,82,296,<20,"3,278",<20,<20,<20,<20,21,<20,172,60
46450,Port Pirie City and Dists (M),<20,40,"2,919",<20,830,25,368,125,<20,"1,497","1,531","1,346","1,521",186,975,114,308,25,"5,540",<20,<20,<20,<20,28,<20,240,81
46510,Prospect (C),<20,<20,"1,856",66,372,<20,111,173,<20,632,873,744,"1,118",313,507,43,96,<20,"2,896",<20,<20,<20,<20,21,<20,68,317
46670,Renmark Paringa (DC),<20,<20,"1,374",<20,297,<20,136,80,<20,484,835,658,793,107,470,67,139,<20,"2,315",<20,<20,<20,<20,<20,<20,72,52
46860,Robe (DC),<20,<20,165,<20,<20,<20,<20,43,<20,31,88,65,57,<20,34,<20,<20,<20,220,<20,<20,<20,<20,<20,<20,<20,<20
46970,Roxby Downs (M),<20,<20,<20,<20,22,<20,<20,<20,<20,<20,98,160,88,<20,28,<20,<20,<20,57,<20,<20,<20,<20,<20,<20,<20,<20
47140,Salisbury (C),49,103,"14,593",310,"4,950",293,"2,120",492,26,"7,217","13,468","11,270","12,730","2,227","6,924","1,146","2,401",103,"29,355",56,31,70,103,190,<20,"1,150","1,842"
47290,Southern Mallee (DC),<20,<20,265,<20,47,<20,22,45,<20,80,141,94,120,25,48,<20,<20,<20,403,<20,<20,<20,<20,<20,<20,<20,<20
47490,Streaky Bay (DC),<20,<20,238,<20,27,<20,<20,39,<20,62,123,85,124,<20,79,<20,<20,<20,353,<20,<20,<20,<20,<20,<20,<20,<20
47630,Tatiara (DC),<20,<20,702,<20,97,<20,37,137,<20,151,550,396,300,35,118,<20,62,<20,"1,013",<20,<20,<20,<20,<20,<20,<20,<20
47700,Tea Tree Gully (C),<20,30,"12,621",188,"2,405",160,753,836,<20,"3,019","6,815","5,579","5,460","1,226","2,446",288,827,59,"18,317",21,<20,26,26,97,<20,403,865
47800,The Coorong (DC),<20,23,813,<20,178,<20,97,115,<20,307,516,414,435,56,233,44,81,<20,"1,408",<20,<20,<20,<20,<20,<20,42,<20
47910,Tumby Bay (DC),<20,<20,476,<20,90,<20,44,65,<20,110,157,128,144,24,86,<20,<20,<20,675,<20,<20,<20,<20,<20,<20,<20,<20
47980,Unley (C),<20,<20,"3,515",158,544,23,120,717,<20,908,"1,192","1,049","1,528",538,648,47,124,<20,"4,895",<20,<20,<20,<20,30,<20,66,545
48050,Victor Harbor (C),<20,<20,"4,035",29,531,<20,183,434,<20,870,980,782,973,170,566,84,132,<20,"5,474",<20,<20,<20,<20,35,<20,97,50
48130,Wakefield (DC),<20,<20,887,<20,275,<20,132,110,<20,426,568,457,469,55,256,38,89,<20,"1,642",<20,<20,<20,<20,<20,<20,44,<20
48260,Walkerville (M),<20,<20,739,24,89,<20,22,204,<20,190,198,181,295,94,132,<20,26,<20,"1,014",<20,<20,<20,<20,<20,<20,<20,89
48340,Wattle Range (DC),<20,<20,"1,530",<20,340,<20,149,169,<20,569,919,771,797,161,489,60,121,<20,"2,590",<20,<20,<20,<20,<20,<20,49,68
48410,West Torrens (C),<20,<20,"7,597",210,"1,372",46,446,707,<20,"2,228","3,146","2,594","3,673",958,"1,930",166,368,25,"11,299",<20,<20,25,<20,43,<20,228,908
48540,Whyalla (C),21,30,"2,910",25,856,36,420,116,<20,"1,415","1,713","1,714","1,818",204,"1,201",107,487,22,"5,802",<20,<20,<20,<20,29,<20,290,95
48640,Wudinna (DC),<20,<20,143,<20,<20,<20,<20,22,<20,27,94,67,43,<20,28,<20,<20,<20,197,<20,<20,<20,<20,<20,<20,<20,<20
48750,Yankalilla (DC),<20,<20,943,<20,145,<20,50,102,<20,293,336,260,323,69,195,29,52,<20,"1,422",<20,<20,<20,<20,<20,<20,22,22
48830,Yorke Peninsula (DC),<20,<20,"2,458",<20,433,<20,188,240,<20,682,681,534,681,111,469,38,86,21,"3,647",<20,<20,<20,<20,<20,<20,56,22
49399,Unincorporated SA,<20,23,288,<20,73,<20,45,<20,<20,174,234,210,382,22,261,26,52,<20,636,<20,<20,<20,<20,<20,<20,38,<20
50080,Albany (C),<20,34,"4,537",49,883,32,334,780,<20,"1,573","2,663","2,285","2,033",327,982,166,472,26,"7,310",<20,<20,<20,25,38,<20,177,122
50210,Armadale (C),22,66,"5,756",97,"1,426",74,514,472,<20,"2,049","5,690","5,321","4,395",576,"2,303",339,"1,256",30,"10,486",33,<20,20,31,72,<20,425,377
50250,Ashburton (S),<20,<20,47,<20,37,<20,<20,<20,<20,50,168,244,204,<20,119,24,39,<20,159,<20,<20,<20,<20,<20,<20,<20,<20
50280,Augusta-Margaret River (S),<20,<20,982,<20,149,<20,55,285,<20,316,"1,048",872,710,100,349,72,139,<20,"1,669",<20,<20,<20,<20,<20,<20,29,28
50350,Bassendean (T),<20,<20,"1,616",36,258,<20,81,107,<20,518,906,873,805,154,413,46,190,<20,"2,541",<20,<20,<20,<20,<20,<20,54,122
50420,Bayswater (C),<20,36,"6,912",136,"1,042",31,384,585,<20,"1,712","3,322","2,989","3,284",750,"1,703",185,531,23,"10,140",<20,<20,27,<20,74,<20,189,584
50490,Belmont (C),<20,46,"3,744",74,652,<20,251,238,<20,"1,204","2,210","2,048","2,142",421,"1,076",151,458,<20,"6,033",<20,<20,<20,<20,41,<20,149,306
50560,Beverley (S),<20,<20,279,<20,61,<20,28,49,<20,115,107,97,103,<20,58,<20,<20,<20,458,<20,<20,<20,<20,<20,<20,<20,<20
50630,Boddington (S),<20,<20,108,<20,20,<20,<20,26,<20,36,92,103,72,<20,43,<20,<20,<20,177,<20,<20,<20,<20,<20,<20,<20,<20
50770,Boyup Brook (S),<20,<20,194,<20,34,<20,<20,75,<20,55,117,103,70,<20,37,<20,<20,<20,298,<20,<20,<20,<20,<20,<20,<20,<20
50840,Bridgetown-Greenbushes (S),<20,<20,640,<20,101,<20,31,90,<20,194,287,278,219,31,132,<20,52,<20,982,<20,<20,<20,<20,<20,<20,21,<20
50910,Brookton (S),<20,<20,117,<20,25,<20,<20,24,<20,46,76,59,72,<20,37,<20,<20,<20,204,<20,<20,<20,<20,<20,<20,<20,<20
50980,Broome (S),30,185,488,<20,235,<20,124,27,<20,"1,012","1,300","1,227","1,381",52,760,130,388,<20,"2,137",<20,<20,<20,<20,<20,<20,152,<20
51080,Broomehill-Tambellup (S),<20,<20,89,<20,32,<20,20,<20,<20,54,112,93,92,<20,43,<20,<20,<20,193,<20,<20,<20,<20,<20,<20,<20,<20
51120,Bruce Rock (S),<20,<20,115,<20,<20,<20,<20,<20,<20,41,69,57,55,<20,29,<20,<20,<20,179,<20,<20,<20,<20,<20,<20,<20,<20
51190,Bunbury (C),<20,41,"3,858",51,704,<20,274,370,<20,"1,373","2,349","2,294","2,128",322,"1,269",141,617,<20,"6,667",<20,<20,<20,<20,49,<20,256,126
51260,Busselton (C),<20,23,"3,954",39,578,<20,188,740,<20,975,"2,406","2,081","1,630",260,812,122,412,<20,"5,914",<20,<20,<20,<20,29,<20,129,74
51310,Cambridge (T),<20,<20,"1,544",46,223,<20,20,827,<20,210,363,357,490,174,174,<20,45,<20,"1,876",<20,<20,<20,<20,<20,<20,20,181
51330,Canning (C),21,33,"7,713",179,"1,277",49,394,"1,000",<20,"1,789","4,547","4,124","4,537","1,238","1,856",213,563,28,"11,044",<20,37,<20,<20,108,<20,232,"1,100"
51400,Capel (S),<20,<20,"1,014",<20,258,<20,105,166,<20,341,"1,054","1,049",717,103,354,46,211,<20,"1,844",<20,<20,<20,<20,<20,<20,59,40
51470,Carnamah (S),<20,<20,64,<20,<20,<20,<20,<20,<20,<20,41,32,35,<20,22,<20,<20,<20,99,<20,<20,<20,<20,<20,<20,<20,<20
51540,Carnarvon (S),<20,47,467,<20,130,<20,69,58,<20,260,510,460,656,<20,437,45,151,<20,"1,025",<20,<20,<20,<20,<20,<20,110,<20
51610,Chapman Valley (S),<20,<20,73,<20,<20,<20,<20,<20,<20,22,61,52,41,<20,21,<20,<20,<20,116,<20,<20,<20,<20,<20,<20,<20,<20
51680,Chittering (S),<20,<20,447,<20,96,<20,31,82,<20,105,267,242,178,33,65,<20,44,<20,644,<20,<20,<20,<20,<20,<20,<20,<20
51750,Claremont (T),<20,<20,610,<20,63,<20,<20,374,<20,187,125,117,187,71,90,<20,<20,<20,850,<20,<20,<20,<20,<20,<20,<20,99
51820,Cockburn (C),<20,64,"7,673",159,"1,785",94,558,732,<20,"2,425","5,423","5,201","4,440",903,"2,219",203,946,24,"12,451",25,<20,42,39,73,<20,319,677
51890,Collie (S),<20,<20,"1,071",<20,280,<20,123,76,<20,442,599,686,621,77,378,35,188,<20,"1,989",<20,<20,<20,<20,<20,<20,73,21
51960,Coolgardie (S),<20,<20,165,<20,39,<20,20,<20,<20,91,218,273,221,<20,153,21,66,<20,381,<20,<20,<20,<20,<20,<20,<20,<20
52030,Coorow (S),<20,<20,141,<20,25,<20,<20,32,<20,42,59,57,55,<20,42,<20,<20,<20,227,<20,<20,<20,<20,<20,<20,<20,<20
52100,Corrigin (S),<20,<20,147,<20,23,<20,<20,21,<20,39,73,61,64,<20,26,<20,<20,<20,209,<20,<20,<20,<20,<20,<20,<20,<20
52170,Cottesloe (T),<20,<20,373,27,44,<20,<20,253,<20,72,78,81,137,59,56,<20,<20,<20,476,<20,<20,<20,<20,<20,<20,<20,67
52240,Cranbrook (S),<20,<20,110,<20,25,<20,<20,21,<20,43,92,80,52,<20,22,<20,<20,<20,185,<20,<20,<20,<20,<20,<20,<20,<20
52310,Cuballing (S),<20,<20,103,<20,<20,<20,<20,20,<20,36,58,47,44,<20,<20,<20,<20,<20,159,<20,<20,<20,<20,<20,<20,<20,<20
52380,Cue (S),<20,<20,31,<20,<20,<20,<20,<20,<20,28,<20,<20,34,<20,27,<20,<20,<20,77,<20,<20,<20,<20,<20,<20,<20,<20
52450,Cunderdin (S),<20,<20,129,<20,21,<20,<20,28,<20,41,82,74,66,<20,35,<20,<20,<20,209,<20,<20,<20,<20,<20,<20,<20,<20
52520,Dalwallinu (S),<20,<20,81,<20,23,<20,<20,36,<20,37,87,66,55,<20,21,<20,<20,<20,145,<20,<20,<20,<20,<20,<20,<20,<20
52590,Dandaragan (S),<20,<20,355,<20,49,<20,<20,70,<20,87,176,158,133,<20,85,<20,33,<20,529,<20,<20,<20,<20,<20,<20,<20,<20
52660,Dardanup (S),<20,<20,"1,288",<20,273,<20,72,124,<20,287,836,842,562,114,241,39,160,<20,"1,931",<20,<20,<20,<20,<20,<20,46,33
52730,Denmark (S),<20,<20,768,<20,121,<20,52,178,<20,257,464,384,343,58,200,29,59,<20,"1,246",<20,<20,<20,<20,<20,<20,<20,<20
52800,Derby-West Kimberley (S),<20,197,283,<20,134,<20,84,<20,<20,725,952,874,"1,381",<20,607,149,263,<20,"1,423",<20,<20,<20,<20,<20,<20,204,<20
52870,Donnybrook-Balingup (S),<20,<20,659,<20,107,<20,43,112,<20,189,362,320,301,44,179,<20,51,<20,"1,016",<20,<20,<20,<20,<20,<20,<20,<20
52940,Dowerin (S),<20,<20,80,<20,<20,<20,<20,<20,<20,25,60,49,36,<20,<20,<20,<20,<20,132,<20,<20,<20,<20,<20,<20,<20,<20
53010,Dumbleyung (S),<20,<20,59,<20,<20,<20,<20,<20,<20,<20,54,40,40,<20,<20,<20,<20,<20,92,<20,<20,<20,<20,<20,<20,<20,<20
53080,Dundas (S),<20,<20,104,<20,<20,<20,<20,<20,<20,44,69,67,77,<20,63,<20,28,<20,192,<20,<20,<20,<20,<20,<20,<20,<20
53150,East Fremantle (T),<20,<20,562,<20,67,<20,<20,146,<20,115,172,165,199,48,112,<20,32,<20,759,<20,<20,<20,<20,<20,<20,<20,57
53220,East Pilbara (S),<20,34,85,<20,47,<20,<20,<20,<20,134,315,341,580,<20,334,58,87,<20,367,<20,<20,<20,<20,<20,<20,69,<20
53290,Esperance (S),<20,25,"1,321",<20,224,<20,83,241,<20,428,"1,024",921,762,67,406,60,197,<20,"2,182",<20,<20,<20,<20,<20,<20,90,23
53360,Exmouth (S),<20,<20,123,<20,28,<20,<20,<20,<20,57,113,113,89,<20,53,<20,21,<20,215,<20,<20,<20,<20,<20,<20,<20,<20
53430,Fremantle (C),<20,<20,"3,007",139,459,<20,148,469,<20,"1,287","1,166","1,083","1,654",383,"1,117",45,263,<20,"5,086",<20,<20,<20,<20,33,<20,103,299
53570,Gingin (S),<20,<20,684,<20,120,<20,57,132,<20,179,314,288,233,29,131,<20,53,<20,"1,006",<20,<20,<20,<20,<20,<20,<20,<20
53640,Gnowangerup (S),<20,<20,68,<20,29,<20,<20,<20,<20,56,103,87,74,<20,40,<20,<20,<20,165,<20,<20,<20,<20,<20,<20,<20,<20
53710,Goomalling (S),<20,<20,117,<20,28,<20,<20,26,<20,63,83,75,58,<20,25,<20,<20,<20,220,<20,<20,<20,<20,<20,<20,<20,<20
53780,Gosnells (C),34,100,"9,346",155,"2,184",111,827,625,<20,"2,924","8,752","8,014","7,184","1,274","3,330",578,"1,584",36,"15,814",37,29,37,53,117,<20,541,937
53800,Greater Geraldton (C),48,152,"3,487",22,799,26,323,432,<20,"1,262","2,832","2,724","2,463",246,"1,419",164,766,<20,"6,289",<20,<20,<20,<20,28,<20,246,80
53920,Halls Creek (S),<20,146,131,<20,94,<20,74,<20,<20,406,611,580,877,<20,483,119,165,<20,836,<20,<20,<20,<20,<20,<20,129,<20
53990,Harvey (S),<20,26,"2,243",20,464,<20,160,319,<20,641,"1,609","1,659","1,158",176,615,74,310,<20,"3,608",<20,<20,<20,<20,<20,<20,101,57
54060,Irwin (S),<20,<20,524,<20,74,<20,32,87,<20,101,201,186,165,23,117,<20,43,<20,751,<20,<20,<20,<20,<20,<20,<20,<20
54130,Jerramungup (S),<20,<20,72,<20,<20,<20,<20,<20,<20,<20,75,59,45,<20,<20,<20,<20,<20,103,<20,<20,<20,<20,<20,<20,<20,<20
54170,Joondalup (C),<20,<20,"12,196",241,"2,132",132,457,"2,010",<20,"2,286","6,283","5,906","5,460","1,590","2,048",189,926,45,"16,689",42,<20,20,26,86,<20,262,"1,093"
54200,Kalamunda (S),<20,47,"5,583",78,889,39,229,796,<20,"1,011","2,985","2,853","2,205",458,976,133,505,<20,"7,677",<20,<20,<20,<20,46,<20,160,282
54280,Kalgoorlie/Boulder (C),<20,87,"1,278",<20,395,29,145,79,<20,729,"1,751","1,947","1,595",87,900,111,480,<20,"2,859",<20,<20,<20,<20,<20,<20,171,63
54340,Katanning (S),<20,22,418,<20,84,<20,45,67,<20,173,436,374,391,29,196,53,88,<20,793,<20,<20,<20,<20,<20,<20,38,<20
54410,Kellerberrin (S),<20,<20,180,<20,30,<20,<20,30,<20,77,109,101,102,<20,57,<20,26,<20,309,<20,<20,<20,<20,<20,<20,<20,<20
54480,Kent (S),<20,<20,25,<20,<20,<20,<20,<20,<20,<20,31,29,<20,<20,<20,<20,<20,<20,37,<20,<20,<20,<20,<20,<20,<20,<20
54550,Kojonup (S),<20,<20,192,<20,26,<20,<20,84,<20,51,168,136,107,<20,50,<20,31,<20,298,<20,<20,<20,<20,<20,<20,<20,<20
54620,Kondinin (S),<20,<20,62,<20,<20,<20,<20,27,<20,26,69,59,61,<20,27,<20,<20,<20,111,<20,<20,<20,<20,<20,<20,<20,<20
54690,Koorda (S),<20,<20,45,<20,<20,<20,<20,<20,<20,27,37,36,24,<20,<20,<20,<20,<20,85,<20,<20,<20,<20,<20,<20,<20,<20
54760,Kulin (S),<20,<20,61,<20,<20,<20,<20,23,<20,21,51,41,34,<20,<20,<20,<20,<20,104,<20,<20,<20,<20,<20,<20,<20,<20
54830,Kwinana (C),<20,38,"2,456",40,691,47,267,78,<20,"1,174","2,969","2,791","2,130",254,"1,147",146,680,<20,"5,009",20,<20,<20,<20,32,<20,212,186
54900,Lake Grace (S),<20,<20,63,<20,<20,<20,<20,35,<20,24,81,64,49,<20,<20,<20,<20,<20,97,<20,<20,<20,<20,<20,<20,<20,<20
54970,Laverton (S),<20,<20,38,<20,<20,<20,<20,<20,<20,43,66,64,124,<20,58,<20,22,<20,121,<20,<20,<20,<20,<20,<20,<20,<20
55040,Leonora (S),<20,<20,46,<20,<20,<20,<20,<20,<20,36,95,109,142,<20,99,<20,34,<20,143,<20,<20,<20,<20,<20,<20,<20,<20
55110,Mandurah (C),<20,42,"11,935",84,"2,042",60,689,"1,147",<20,"2,932","5,009","4,929","4,208",670,"2,266",278,"1,279",58,"17,799",22,<20,25,37,105,<20,422,324
55180,Manjimup (S),<20,<20,"1,106",<20,160,<20,71,218,<20,424,734,615,597,84,337,49,130,<20,"1,853",<20,<20,<20,<20,<20,<20,47,21
55250,Meekatharra (S),<20,<20,58,<20,<20,<20,<20,<20,<20,54,127,124,208,<20,129,<20,49,<20,194,<20,<20,<20,<20,<20,<20,31,<20
55320,Melville (C),<20,22,"9,186",198,"1,294",40,337,"2,438",<20,"1,492","2,962","2,822","3,212","1,099","1,243",101,424,24,"11,900",<20,<20,<20,<20,72,<20,150,"1,000"
55390,Menzies (S),<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,21,<20,26,<20,<20,<20,<20,<20,29,<20,<20,<20,<20,<20,<20,<20,<20
55460,Merredin (S),<20,<20,301,<20,61,<20,26,45,<20,134,238,229,197,<20,117,<20,53,<20,553,<20,<20,<20,<20,<20,<20,20,<20
