Postcode,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice
3887,<20,<20,49,<20,<20,<20,<20,<20,<20,65,42,38,69,<20,30,<20,<20,<20,145,<20,<20,<20,<20,<20,<20,<20,<20
3888,<20,<20,653,<20,140,<20,63,65,<20,261,292,247,332,69,166,27,54,<20,"1,088",<20,<20,<20,<20,<20,<20,20,<20
3889,<20,<20,43,<20,<20,<20,<20,<20,<20,<20,<20,<20,25,<20,<20,<20,<20,<20,69,<20,<20,<20,<20,<20,<20,<20,<20
3890,<20,<20,47,<20,<20,<20,<20,<20,<20,41,34,27,47,<20,32,<20,<20,<20,110,<20,<20,<20,<20,<20,<20,<20,<20
3891,<20,<20,25,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,45,<20,<20,<20,<20,<20,<20,<20,<20
3892,<20,<20,231,<20,28,<20,<20,27,<20,69,81,68,86,23,56,<20,<20,<20,348,<20,<20,<20,<20,<20,<20,<20,<20
3893,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
3894,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
3895,<20,<20,22,<20,<20,<20,<20,<20,<20,<20,<20,<20,21,<20,<20,<20,<20,<20,42,<20,<20,<20,<20,<20,<20,<20,<20
3896,<20,<20,54,<20,<20,<20,<20,<20,<20,<20,34,32,37,<20,<20,<20,<20,<20,71,<20,<20,<20,<20,<20,<20,<20,<20
3898,<20,<20,71,<20,<20,<20,<20,<20,<20,26,49,43,68,22,28,<20,<20,<20,114,<20,<20,<20,<20,<20,<20,<20,<20
3900,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,32,<20,<20,<20,<20,<20,<20,<20,<20
3902,<20,<20,86,<20,<20,<20,<20,<20,<20,<20,26,<20,28,<20,<20,<20,<20,<20,123,<20,<20,<20,<20,<20,<20,<20,<20
3903,<20,<20,129,<20,31,<20,<20,21,<20,74,46,39,61,<20,42,<20,<20,<20,237,<20,<20,<20,<20,<20,<20,<20,<20
3904,<20,<20,249,<20,33,<20,<20,68,<20,51,78,54,86,32,36,<20,<20,<20,344,<20,<20,<20,<20,<20,<20,<20,<20
3909,<20,21,"1,688",<20,347,<20,131,141,<20,531,651,529,748,172,399,55,131,<20,"2,659",<20,<20,<20,<20,<20,<20,65,30
3910,<20,<20,"1,866",35,465,35,144,119,<20,529,"1,730","1,500","1,409",442,489,60,255,<20,"3,010",<20,<20,<20,<20,22,<20,76,194
3911,<20,<20,303,<20,90,<20,32,31,<20,109,251,202,254,87,102,<20,37,<20,543,<20,<20,<20,<20,<20,<20,<20,38
3912,<20,<20,"1,438",21,331,<20,108,148,<20,384,"1,179","1,004",944,302,307,40,161,<20,"2,247",<20,<20,<20,<20,20,<20,58,118
3913,<20,<20,292,<20,58,<20,23,40,<20,103,271,232,217,81,91,<20,33,<20,488,<20,<20,<20,<20,<20,<20,<20,33
3915,<20,<20,"1,395",<20,358,<20,168,62,<20,703,967,859,935,230,450,66,228,<20,"2,723",<20,<20,<20,<20,28,<20,116,95
3916,<20,<20,90,<20,<20,<20,<20,58,<20,<20,39,32,46,<20,<20,<20,<20,<20,115,<20,<20,<20,<20,<20,<20,<20,<20
3918,<20,<20,339,<20,82,<20,25,41,<20,98,294,262,234,78,84,<20,37,<20,542,<20,<20,<20,<20,<20,<20,<20,32
3919,<20,<20,242,<20,102,<20,48,<20,<20,150,322,286,274,52,135,22,59,<20,561,<20,<20,<20,<20,<20,<20,23,<20
3920,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,30,28,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
3921,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
3922,<20,<20,"1,377",<20,199,<20,63,168,<20,351,569,464,586,154,283,41,98,<20,"1,981",<20,<20,<20,<20,<20,<20,26,36
3923,<20,<20,121,<20,20,<20,<20,20,<20,<20,27,20,35,<20,<20,<20,<20,<20,149,<20,<20,<20,<20,<20,<20,<20,<20
3925,<20,<20,493,<20,81,<20,32,76,<20,121,271,209,251,70,105,<20,40,<20,731,<20,<20,<20,<20,<20,<20,<20,<20
3926,<20,<20,384,<20,41,<20,<20,115,<20,36,163,137,134,55,50,<20,<20,<20,470,<20,<20,<20,<20,<20,<20,<20,21
3927,<20,<20,203,<20,27,<20,<20,70,<20,33,77,65,69,29,<20,<20,<20,<20,262,<20,<20,<20,<20,<20,<20,<20,<20
3928,<20,<20,33,<20,<20,<20,<20,21,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,46,<20,<20,<20,<20,<20,<20,<20,<20
3929,<20,<20,92,<20,<20,<20,<20,57,<20,<20,27,24,29,<20,<20,<20,<20,<20,114,<20,<20,<20,<20,<20,<20,<20,<20
3930,<20,<20,"1,752",<20,260,<20,47,572,<20,270,616,533,682,290,172,<20,42,<20,"2,179",<20,<20,<20,<20,<20,<20,24,129
3931,<20,<20,"4,030",44,544,25,158,479,<20,863,"1,589","1,360","1,360",429,572,56,273,<20,"5,578",<20,<20,<20,<20,23,<20,93,166
3933,<20,<20,75,<20,<20,<20,<20,30,<20,<20,46,35,47,<20,<20,<20,<20,<20,96,<20,<20,<20,<20,<20,<20,<20,<20
3934,<20,<20,"2,198",20,297,<20,64,413,<20,266,"1,084",872,804,302,264,32,121,<20,"2,764",<20,<20,<20,<20,<20,<20,22,111
3936,<20,<20,"2,036",<20,285,<20,77,276,<20,378,733,607,627,179,290,43,118,<20,"2,725",<20,<20,<20,<20,<20,<20,30,73
3937,<20,<20,105,<20,22,<20,<20,72,<20,53,83,58,67,<20,27,<20,<20,<20,173,<20,<20,<20,<20,<20,<20,<20,<20
3938,<20,<20,536,<20,69,<20,<20,102,<20,105,143,124,142,47,63,<20,23,<20,708,<20,<20,<20,<20,<20,<20,<20,<20
3939,<20,<20,"3,178",<20,487,<20,188,195,<20,835,"1,117",962,"1,071",241,586,68,202,<20,"4,685",<20,<20,<20,<20,28,<20,81,93
3940,<20,<20,"1,397",<20,200,<20,72,84,<20,284,371,319,331,65,202,27,85,<20,"1,932",<20,<20,<20,<20,<20,<20,25,34
3941,<20,<20,"2,177",<20,387,<20,172,207,<20,558,"1,024",866,925,253,450,61,171,<20,"3,276",<20,<20,<20,<20,20,<20,35,90
3942,<20,<20,496,<20,67,<20,<20,116,<20,71,119,92,99,32,46,<20,<20,<20,624,<20,<20,<20,<20,<20,<20,<20,<20
3943,<20,<20,336,<20,42,<20,<20,129,<20,29,46,39,61,26,25,<20,<20,<20,394,<20,<20,<20,<20,<20,<20,<20,<20
3944,<20,<20,63,<20,<20,<20,<20,38,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,73,<20,<20,<20,<20,<20,<20,<20,<20
3945,<20,<20,117,<20,<20,<20,<20,20,<20,32,50,36,61,24,27,<20,<20,<20,171,<20,<20,<20,<20,<20,<20,<20,<20
3946,<20,<20,41,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,55,<20,<20,<20,<20,<20,<20,<20,<20
3948,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
3950,<20,<20,735,<20,117,<20,51,84,<20,239,403,343,372,115,167,30,73,<20,"1,174",<20,<20,<20,<20,<20,<20,32,22
3951,<20,<20,84,<20,22,<20,<20,37,<20,26,83,57,65,<20,22,<20,<20,<20,129,<20,<20,<20,<20,<20,<20,<20,<20
3953,<20,<20,970,<20,194,<20,52,243,<20,257,580,483,484,153,169,26,84,<20,"1,457",<20,<20,<20,<20,<20,<20,27,39
3954,<20,<20,40,<20,<20,<20,<20,<20,<20,<20,27,<20,21,<20,<20,<20,<20,<20,57,<20,<20,<20,<20,<20,<20,<20,<20
3956,<20,<20,407,<20,65,<20,24,86,<20,115,183,141,178,58,81,<20,22,<20,610,<20,<20,<20,<20,<20,<20,<20,<20
3957,<20,<20,30,<20,<20,<20,<20,<20,<20,<20,31,<20,30,<20,<20,<20,<20,<20,50,<20,<20,<20,<20,<20,<20,<20,<20
3958,<20,<20,28,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,36,<20,<20,<20,<20,<20,<20,<20,<20
3959,<20,<20,146,<20,25,<20,<20,50,<20,33,76,61,76,33,20,<20,<20,<20,198,<20,<20,<20,<20,<20,<20,<20,<20
3960,<20,<20,501,<20,59,<20,<20,81,<20,108,156,120,151,63,69,<20,20,<20,685,<20,<20,<20,<20,<20,<20,<20,<20
3962,<20,<20,175,<20,38,<20,<20,<20,<20,62,70,58,62,<20,36,<20,<20,<20,287,<20,<20,<20,<20,<20,<20,<20,<20
3964,<20,<20,30,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,40,<20,<20,<20,<20,<20,<20,<20,<20
3965,<20,<20,53,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,71,<20,<20,<20,<20,<20,<20,<20,<20
3966,<20,<20,75,<20,<20,<20,<20,24,<20,32,32,22,33,<20,<20,<20,<20,<20,119,<20,<20,<20,<20,<20,<20,<20,<20
3967,<20,<20,21,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,37,<20,<20,<20,<20,<20,<20,<20,<20
3971,<20,<20,739,<20,146,<20,65,86,<20,235,295,246,302,88,156,<20,44,<20,"1,188",<20,<20,<20,<20,<20,<20,25,22
3975,<20,<20,444,<20,260,<20,97,38,<20,245,"1,330","1,089",947,256,252,91,127,<20,"1,020",<20,<20,<20,<20,<20,<20,38,147
3976,<20,<20,"1,539",47,711,27,356,45,<20,"1,058","2,993","2,464","2,738",724,"1,022",264,324,<20,"3,721",<20,<20,<20,<20,35,<20,171,458
3977,<20,<20,"5,340",105,"1,984",93,789,315,<20,"2,435","8,139","6,821","6,265","1,554","2,264",512,"1,126",21,"10,749",46,21,<20,<20,85,<20,417,818
3978,<20,<20,134,<20,58,<20,<20,27,<20,45,279,231,175,45,63,<20,27,<20,248,<20,<20,<20,<20,<20,<20,<20,20
3979,<20,<20,23,<20,<20,<20,<20,<20,<20,<20,30,20,<20,<20,<20,<20,<20,<20,43,<20,<20,<20,<20,<20,<20,<20,<20
3980,<20,<20,262,<20,95,<20,29,34,<20,117,273,227,211,41,85,<20,31,<20,470,<20,<20,<20,<20,<20,<20,<20,<20
3981,<20,<20,420,<20,122,<20,39,90,<20,143,370,317,291,89,103,<20,49,<20,709,<20,<20,<20,<20,<20,<20,<20,21
3984,<20,<20,858,<20,171,<20,63,87,<20,316,415,347,400,92,232,27,87,<20,"1,446",<20,<20,<20,<20,<20,<20,35,20
3985,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
3986,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
3987,<20,<20,126,<20,34,<20,<20,22,<20,41,124,102,101,29,47,<20,<20,<20,218,<20,<20,<20,<20,<20,<20,<20,<20
3988,<20,<20,107,<20,28,<20,<20,31,<20,32,70,53,74,29,22,<20,<20,<20,166,<20,<20,<20,<20,<20,<20,<20,<20
3989,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
3990,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,25,<20,<20,<20,<20,<20,<20,<20,<20
3991,<20,<20,51,<20,<20,<20,<20,<20,<20,26,21,<20,29,<20,<20,<20,<20,<20,90,<20,<20,<20,<20,<20,<20,<20,<20
3992,<20,<20,74,<20,<20,<20,<20,<20,<20,26,72,64,72,26,31,<20,<20,<20,133,<20,<20,<20,<20,<20,<20,<20,<20
3995,<20,<20,"1,847",<20,333,<20,116,162,<20,646,892,707,909,224,463,74,158,<20,"2,995",<20,<20,<20,<20,<20,<20,107,66
3996,<20,<20,"1,041",<20,118,<20,32,190,<20,168,329,257,293,95,110,22,55,<20,"1,339",<20,<20,<20,<20,<20,<20,<20,<20
4000,<20,<20,332,65,53,<20,<20,131,<20,380,199,177,645,256,371,<20,27,<20,849,<20,<20,<20,<20,<20,<20,35,281
4001,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,28,<20,<20,<20,<20,<20,27,<20,<20,<20,<20,<20,<20,<20,<20
4002,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
4003,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
4004,<20,<20,<20,<20,<20,<20,<20,<20,<20,35,<20,<20,25,<20,24,<20,<20,<20,48,<20,<20,<20,<20,<20,<20,<20,<20
4005,<20,<20,870,78,90,<20,32,212,<20,474,199,185,538,164,345,<20,30,<20,"1,491",<20,<20,<20,<20,<20,<20,32,199
4006,<20,<20,408,66,61,<20,34,91,<20,711,189,184,642,213,417,<20,20,<20,"1,308",<20,<20,<20,<20,<20,<20,47,232
4007,<20,<20,595,26,75,<20,<20,195,<20,195,281,261,376,108,195,<20,40,<20,902,<20,<20,<20,<20,<20,<20,<20,109
4008,<20,<20,35,<20,<20,<20,<20,<20,<20,<20,24,20,25,<20,<20,<20,<20,<20,62,<20,<20,<20,<20,<20,<20,<20,<20
4009,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
4010,<20,<20,156,<20,<20,<20,<20,43,<20,73,61,53,148,56,69,<20,<20,<20,260,<20,<20,<20,<20,<20,<20,<20,52
4011,<20,<20,890,30,131,<20,35,274,<20,350,416,372,560,152,268,25,55,<20,"1,405",<20,<20,<20,<20,<20,<20,32,135
4012,<20,<20,"1,582",61,270,<20,77,190,<20,603,906,842,921,232,450,53,130,<20,"2,560",<20,<20,<20,<20,<20,<20,62,188
4013,<20,<20,287,<20,73,<20,<20,41,<20,187,231,211,262,53,142,<20,50,<20,584,<20,<20,<20,<20,<20,<20,25,54
4014,<20,<20,"1,065",24,201,<20,60,89,<20,309,656,556,593,146,264,27,82,<20,"1,620",<20,<20,<20,<20,<20,<20,42,112
4017,<20,28,"3,883",64,725,35,284,300,<20,"1,249","2,393","2,079","1,994",431,901,111,307,<20,"6,104",<20,<20,<20,<20,39,<20,177,249
4018,<20,<20,"1,287",21,215,<20,61,65,<20,252,723,631,512,113,208,28,100,<20,"1,786",<20,<20,<20,<20,<20,<20,39,94
4019,<20,<20,"2,899",42,600,<20,236,194,<20,"1,323","1,592","1,424","1,436",216,834,90,329,<20,"5,162",<20,<20,<20,<20,35,<20,149,117
4020,<20,<20,"3,372",45,612,<20,211,365,<20,"1,119","1,412","1,252","1,275",221,759,83,267,<20,"5,351",<20,<20,<20,<20,34,<20,114,123
4021,<20,<20,"1,428",24,334,<20,143,63,<20,454,925,802,751,125,369,63,207,<20,"2,423",<20,<20,<20,<20,<20,<20,99,63
4022,<20,<20,"1,001",<20,235,<20,90,40,<20,331,678,579,467,66,195,39,135,<20,"1,668",<20,<20,<20,<20,<20,<20,46,44
4025,<20,<20,24,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,33,<20,<20,<20,<20,<20,<20,<20,<20
4030,<20,<20,902,75,153,<20,46,128,<20,557,479,439,692,206,347,20,71,<20,"1,701",<20,<20,<20,<20,<20,<20,59,221
4031,<20,<20,875,29,146,<20,35,101,<20,299,537,481,576,156,247,36,66,<20,"1,382",<20,<20,<20,<20,<20,<20,44,160
4032,<20,<20,"1,936",31,271,<20,80,257,<20,536,837,737,843,197,410,58,114,<20,"2,835",<20,<20,<20,<20,<20,<20,75,186
4034,<20,30,"5,180",89,861,23,257,712,<20,"1,272","2,629","2,337","2,466",587,"1,072",131,427,<20,"7,509",<20,<20,<20,<20,27,<20,225,435
4035,<20,<20,"1,918",37,379,22,83,346,<20,289,"1,028",915,818,246,257,<20,107,<20,"2,497",<20,<20,<20,<20,<20,<20,39,154
4036,<20,<20,588,<20,155,<20,51,48,<20,178,554,463,432,84,185,32,85,<20,994,<20,<20,<20,<20,<20,<20,48,54
4037,<20,<20,323,<20,110,<20,20,61,<20,74,412,369,245,71,69,<20,32,<20,486,<20,<20,<20,<20,<20,<20,<20,49
4038,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
4051,<20,<20,"1,627",102,304,<20,68,236,<20,713,846,806,"1,205",460,502,42,141,<20,"2,735",<20,<20,<20,<20,<20,<20,82,471
4052,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
4053,26,<20,"3,918",97,814,34,257,617,<20,"1,123","2,325","2,140","2,119",576,956,103,353,<20,"6,091",<20,<20,<20,<20,42,<20,182,452
4054,<20,22,"1,357",25,345,<20,112,174,<20,422,954,882,813,190,358,57,167,<20,"2,215",<20,<20,<20,<20,<20,<20,66,104
4055,<20,<20,"1,444",26,377,<20,78,253,<20,292,"1,095",968,828,233,277,25,96,<20,"2,052",<20,<20,<20,<20,<20,<20,55,119
4059,21,<20,473,96,71,<20,26,67,<20,352,264,239,856,472,302,<20,31,<20,973,<20,<20,<20,<20,<20,<20,45,594
4060,<20,<20,695,49,128,<20,22,189,<20,207,348,318,470,183,191,<20,34,<20,"1,030",<20,<20,<20,<20,<20,<20,<20,203
4061,<20,<20,"1,262",38,233,<20,50,447,<20,229,625,613,548,200,191,<20,53,<20,"1,667",<20,<20,<20,<20,<20,<20,27,166
4064,<20,<20,411,50,83,<20,22,94,<20,189,189,189,478,237,173,<20,<20,<20,687,<20,<20,<20,<20,<20,<20,<20,305
4065,<20,<20,484,43,77,<20,<20,150,<20,105,218,216,297,123,97,<20,26,<20,659,<20,<20,<20,<20,<20,<20,23,130
4066,<20,<20,596,112,94,<20,<20,234,<20,212,321,306,"1,023",617,272,22,31,<20,929,<20,<20,<20,<20,<20,<20,46,818
4067,<20,<20,207,62,40,<20,<20,216,<20,86,118,114,"1,054",909,105,<20,<20,<20,332,<20,<20,<20,<20,<20,<20,21,"1,264"
4068,<20,<20,"1,051",96,181,<20,33,471,<20,279,446,429,"1,232",732,295,24,39,<20,"1,468",<20,<20,<20,<20,<20,<20,63,"1,019"
4069,<20,<20,"2,130",70,373,<20,50,"1,008",<20,322,841,801,"1,028",386,318,23,76,<20,"2,677",<20,<20,<20,<20,21,<20,40,363
4070,<20,<20,691,<20,151,<20,25,173,<20,114,596,551,432,104,133,25,55,<20,924,<20,<20,<20,<20,<20,<20,21,83
4072,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
4073,<20,<20,643,<20,119,<20,21,99,<20,106,374,334,298,84,93,<20,39,<20,843,<20,<20,<20,<20,<20,<20,<20,61
4074,<20,<20,"1,782",44,356,<20,87,376,<20,361,"1,245","1,105","1,103",353,350,54,135,<20,"2,480",<20,<20,<20,<20,21,<20,45,286
4075,<20,<20,"1,705",71,321,20,94,330,<20,491,994,928,"1,012",341,350,41,120,<20,"2,552",<20,<20,<20,<20,<20,<20,63,315
4076,<20,<20,385,<20,141,<20,73,<20,<20,366,455,398,478,96,248,50,82,<20,"1,009",<20,<20,<20,<20,<20,<20,36,111
4077,25,41,"2,830",76,910,59,471,89,<20,"1,822","3,371","2,960","3,247",576,"1,694",348,681,20,"6,597",20,<20,<20,<20,59,<20,305,573
4078,<20,20,"1,626",49,545,22,173,107,<20,655,"2,233","1,968","1,505",278,568,120,312,<20,"3,014",<20,<20,<20,<20,27,<20,110,220
4079,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
4101,27,<20,"1,048",165,196,<20,73,224,<20,734,578,526,"1,461",610,734,23,71,<20,"2,106",<20,<20,<20,<20,<20,<20,76,658
4102,<20,<20,456,58,81,<20,32,57,<20,343,248,222,630,240,338,<20,34,<20,956,<20,<20,<20,<20,<20,<20,44,301
4103,<20,<20,718,74,139,<20,44,82,<20,511,524,476,"1,009",424,430,25,88,<20,"1,464",<20,<20,<20,<20,<20,<20,61,528
4104,<20,<20,478,29,86,<20,22,105,<20,183,214,189,345,132,157,<20,37,<20,768,<20,<20,<20,<20,<20,<20,25,152
4105,<20,<20,965,58,189,<20,60,152,<20,454,648,586,912,279,413,50,100,<20,"1,677",<20,<20,<20,<20,<20,<20,64,290
4106,<20,<20,157,<20,25,<20,<20,<20,<20,62,99,98,165,35,84,<20,<20,<20,268,<20,<20,<20,<20,<20,<20,<20,35
4107,<20,<20,545,23,135,<20,52,48,<20,225,400,358,456,133,204,<20,56,<20,944,<20,<20,<20,<20,<20,<20,32,108
4108,<20,<20,515,32,131,<20,52,37,<20,261,376,322,450,121,202,27,58,<20,970,<20,<20,<20,<20,<20,<20,30,103
4109,<20,<20,"3,145",112,605,<20,225,679,<20,780,"2,228","1,885","2,458",707,855,166,225,<20,"4,636",<20,21,<20,<20,41,<20,127,567
4110,<20,21,930,27,292,<20,151,43,<20,534,990,853,984,198,510,91,187,<20,"2,004",<20,<20,<20,<20,<20,<20,108,174
4111,<20,<20,71,<20,<20,<20,<20,23,<20,32,48,45,206,165,21,<20,<20,<20,129,<20,<20,<20,<20,<20,<20,<20,218
4112,<20,<20,397,<20,117,<20,48,70,<20,128,611,524,554,132,170,80,49,<20,676,<20,<20,<20,<20,<20,<20,22,111
4113,<20,<20,"1,800",89,400,<20,162,274,<20,602,"2,014","1,691","1,781",468,612,138,198,<20,"2,946",<20,<20,<20,<20,35,<20,69,393
4114,32,66,"2,615",73,962,38,525,51,<20,"2,447","4,189","3,755","4,564",574,"2,421",482,"1,036",29,"7,473",<20,28,21,30,52,<20,565,466
4115,<20,<20,"1,235",33,298,<20,112,126,<20,349,"1,490","1,228","1,014",246,315,69,157,<20,"1,992",<20,<20,<20,<20,<20,<20,58,193
4116,<20,<20,"1,177",43,335,<20,130,166,<20,388,"1,889","1,575","1,534",405,419,123,180,<20,"2,015",<20,<20,<20,<20,38,<20,72,326
4117,<20,<20,56,<20,21,<20,<20,<20,<20,38,125,103,78,<20,33,<20,<20,<20,137,<20,<20,<20,<20,<20,<20,<20,<20
4118,<20,26,"1,714",48,678,31,284,81,<20,"1,014","3,121","2,577","2,222",312,881,179,543,<20,"3,838",<20,<20,<20,<20,22,<20,261,240
4119,<20,<20,336,<20,81,<20,29,30,<20,128,483,404,361,71,154,34,71,<20,622,<20,<20,<20,<20,<20,<20,23,56
4120,<20,<20,582,44,87,<20,28,54,<20,218,307,285,503,157,246,<20,40,<20,937,<20,<20,<20,<20,<20,<20,31,182
4121,<20,<20,"2,036",55,390,<20,105,319,<20,594,"1,071","1,000","1,073",345,437,29,149,<20,"3,031",<20,<20,<20,<20,<20,<20,61,343
4122,24,28,"4,645",115,836,34,267,679,<20,"1,305","2,425","2,150","2,492",841,902,132,291,<20,"6,857",<20,<20,<20,<20,35,<20,183,799
4123,<20,<20,"1,475",34,308,<20,101,172,<20,380,"1,213","1,039",883,213,344,65,167,<20,"2,278",<20,<20,<20,<20,<20,<20,57,139
4124,<20,<20,"1,201",23,448,26,170,76,<20,633,"1,800","1,472","1,235",163,494,94,308,<20,"2,496",<20,<20,<20,<20,<20,<20,136,123
4125,<20,<20,"1,048",<20,236,<20,70,66,<20,278,458,365,409,74,174,25,75,<20,"1,512",<20,<20,<20,<20,<20,<20,28,45
4127,<20,23,"2,158",66,551,<20,232,167,<20,882,"2,275","1,941","1,882",353,820,123,415,<20,"4,006",<20,<20,<20,<20,31,<20,174,281
4128,<20,<20,"1,022",24,304,<20,112,107,<20,354,"1,137",955,861,192,329,48,167,<20,"1,768",<20,<20,<20,<20,<20,<20,62,148
4129,<20,<20,426,<20,165,<20,56,22,<20,204,623,489,454,62,208,30,100,<20,871,<20,<20,<20,<20,<20,<20,37,43
4130,<20,<20,656,<20,146,<20,50,80,<20,170,454,358,335,83,131,<20,50,<20,985,<20,<20,<20,<20,<20,<20,20,56
4131,<20,<20,652,28,312,<20,149,32,<20,597,"1,171","1,027",993,186,418,81,266,<20,"1,841",<20,<20,<20,<20,<20,<20,118,169
4132,<20,31,"1,174",52,783,31,367,27,<20,"1,246","3,462","2,931","2,651",279,"1,060",289,675,<20,"3,863",20,<20,<20,<20,34,<20,260,206
4133,<20,<20,"1,635",32,487,<20,188,63,<20,692,"1,563","1,317","1,265",172,539,123,303,<20,"3,039",<20,<20,<20,<20,22,<20,149,141
4134,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
4151,<20,<20,940,70,156,<20,55,239,<20,363,523,507,713,238,316,28,68,<20,"1,520",<20,<20,<20,<20,<20,<20,39,267
4152,<20,<20,"3,800",73,696,25,194,646,<20,832,"1,885","1,723","1,796",564,693,68,227,<20,"5,319",<20,<20,<20,<20,31,<20,116,531
4153,<20,<20,319,<20,79,<20,<20,48,<20,53,229,192,194,61,68,<20,34,<20,456,<20,<20,<20,<20,<20,<20,<20,53
4154,<20,<20,369,<20,129,<20,21,75,<20,84,492,451,304,56,89,<20,59,<20,577,<20,<20,<20,<20,<20,<20,<20,48
4155,<20,<20,105,<20,30,<20,<20,21,<20,<20,40,29,52,<20,<20,<20,<20,<20,135,<20,<20,<20,<20,<20,<20,<20,<20
4156,<20,<20,196,<20,45,<20,<20,43,<20,28,104,92,110,40,22,<20,<20,<20,246,<20,<20,<20,<20,<20,<20,<20,27
4157,<20,<20,"1,719",37,444,<20,151,152,<20,615,"1,398","1,145","1,062",251,446,55,256,<20,"2,959",<20,<20,<20,<20,23,<20,98,147
4158,<20,<20,398,<20,90,<20,31,30,<20,143,284,254,214,35,99,<20,58,<20,687,<20,<20,<20,<20,<20,<20,23,<20
4159,<20,<20,"1,507",<20,328,<20,102,175,<20,347,868,741,664,150,262,32,134,<20,"2,210",<20,<20,<20,<20,<20,<20,48,96
4160,<20,<20,"1,651",28,331,<20,87,253,<20,313,896,811,740,208,257,37,114,<20,"2,288",<20,<20,<20,<20,<20,<20,39,123
